product_id,related_id
722,46667
727,707
727,13892
727,46115
727,46501
727,46597
732,207
732,212
732,697
732,772
732,13892
737,12878
737,46296
737,46326
742,517
742,522
742,607
742,647
742,10418
742,10449
747,197
747,407
747,877
747,10957
747,45992
747,46028
747,46113
747,46277
747,46327
747,46331
747,46571
747,46641
747,47528
747,47601
747,47602
747,47616
747,47647
747,47648
747,47651
747,47652
747,47653
747,47654
747,47655
747,47663
747,47674
747,47704
747,47705
747,47706
747,47707
747,47708
747,47709
747,47710
747,47719
747,47720
747,47721
747,47722
747,47725
747,47731
747,47742
747,47743
747,47744
747,47745
747,47747
747,47749
747,47751
747,47752
747,47758
747,47764
747,47765
747,47766
747,47795
747,47803
752,767
752,15026
752,46664
752,47686
757,11966
757,14636
757,46123
757,46130
757,46425
762,1097
762,46167
762,46330
762,46597
767,202
767,752
767,12873
767,46501
767,46664
772,202
772,207
772,712
772,732
772,46112
772,46331
772,46500
777,192
777,942
777,46124
777,46134
777,46597
787,517
787,792
787,46345
787,46573
787,48242
787,48243
792,787
792,1047
792,46129
792,46159
792,46493
792,48244
797,517
797,522
797,982
797,1062
797,14536
812,862
812,887
812,46108
812,46121
817,662
817,857
817,877
817,917
817,987
817,1012
817,1057
817,46316
822,337
822,372
822,46025
822,46026
827,1102
827,12558
827,46027
827,46162
827,48241
832,182
832,707
832,887
832,14671
832,46107
832,46121
832,46336
832,46339
837,10989
837,13067
837,14000
837,46119
837,46424
847,13988
847,14121
847,14126
847,46101
852,517
852,867
852,882
852,12014
852,46011
852,46012
852,46013
852,46033
857,817
857,12034
857,12452
857,45992
857,46153
857,46176
857,47616
857,47647
857,47648
857,47651
857,47652
857,47653
857,47654
857,47655
857,47663
857,47674
857,47704
857,47705
857,47706
857,47707
857,47708
857,47709
857,47710
857,47719
857,47720
857,47721
857,47722
857,47725
857,47731
857,47742
857,47743
857,47744
857,47745
857,47747
857,47749
857,47751
857,47752
857,47758
857,47764
857,47765
857,47766
857,47795
857,47803
862,812
862,887
862,46107
862,46121
867,852
867,12014
867,12022
867,12042
867,12046
867,46011
867,46012
867,46013
867,46014
877,407
877,662
877,667
877,672
877,747
877,817
877,917
882,522
882,852
882,1057
882,46110
882,46341
887,812
887,832
887,862
887,14671
887,46108
887,46336
892,572
892,682
892,947
892,1042
892,46082
892,46342
897,46143
897,46144
897,46146
897,46149
897,46492
902,46160
902,46344
907,952
907,12888
907,46009
907,46367
907,46413
907,46556
907,47738
917,667
917,817
917,877
922,572
922,947
922,1042
922,46082
922,46342
927,592
927,12963
927,13013
927,46336
932,362
932,1007
932,46036
932,46183
932,48248
937,10909
937,12034
937,12913
937,46346
937,46351
942,192
942,777
942,46124
942,46134
942,46330
947,552
947,572
947,892
947,922
947,46082
947,46342
952,907
952,13263
952,13388
952,46009
952,46413
952,46556
952,47738
957,312
957,982
957,1107
957,10449
957,46084
957,46085
962,144
962,987
962,997
962,1102
962,46263
967,982
967,1007
967,1057
967,1087
967,1107
972,642
972,647
972,682
972,687
972,46905
972,48037
977,242
977,267
977,287
977,302
977,10425
977,13337
977,15073
982,217
982,222
982,237
982,797
982,957
982,967
982,1007
982,1067
982,14536
982,14884
982,46263
982,46348
982,46667
987,817
987,962
987,10410
987,10449
992,667
992,992
992,1097
997,362
997,962
997,1017
997,1052
997,46257
1002,1067
1002,1092
1002,12488
1002,13937
1007,722
1007,932
1007,967
1007,982
1007,12050
1007,14536
1007,46613
1007,46670
1012,362
1012,642
1012,817
1012,1107
1017,637
1017,997
1017,1037
1017,10418
1017,46000
1017,46326
1017,46332
1022,197
1022,682
1022,687
1022,11998
1022,46279
1027,277
1027,13307
1027,13367
1027,13428
1027,14971
1027,47685
1037,1017
1037,1042
1037,12923
1037,45994
1037,46641
1042,557
1042,572
1042,642
1042,892
1042,922
1042,1037
1042,46342
1047,792
1047,10445
1047,12010
1047,12062
1047,13507
1047,14799
1047,46408
1052,132
1052,997
1052,13507
1057,817
1057,882
1057,967
1057,1087
1057,1092
1057,1107
1057,46110
1057,46111
1057,46341
1062,797
1062,14799
1062,46116
1062,46264
1062,46667
1067,577
1067,982
1067,1002
1067,1092
1067,14226
1067,14966
1067,46613
1067,48087
1072,592
1072,622
1072,12364
1077,372
1077,1077
1077,10410
1077,10945
1077,13342
1077,13347
1077,13352
1077,15073
1077,45992
1077,46075
1077,46288
1077,46362
1077,46556
1077,47616
1077,47647
1077,47648
1077,47651
1077,47652
1077,47653
1077,47654
1077,47655
1077,47663
1077,47704
1077,47705
1077,47706
1077,47707
1077,47708
1077,47709
1077,47710
1077,47719
1077,47720
1077,47721
1077,47722
1077,47725
1077,47731
1077,47742
1077,47743
1077,47744
1077,47745
1077,47747
1077,47749
1077,47751
1077,47752
1077,47758
1077,47764
1077,47765
1077,47766
1077,47788
1077,47795
1077,47803
1077,47805
1082,234
1082,267
1082,10425
1082,13312
1082,13937
1087,362
1087,967
1087,1057
1087,10425
1087,46501
1092,1002
1092,1057
1092,1067
1092,1097
1092,46263
1097,157
1097,164
1097,217
1097,282
1097,287
1097,297
1097,389
1097,762
1097,992
1097,1092
1097,12062
1097,12465
1097,13297
1097,13337
1097,13859
1097,14171
1097,14971
1097,15041
1097,15063
1097,46071
1097,46075
1097,46088
1097,46234
1097,46264
1097,46376
1097,46412
1097,47788
1097,48393
1097,48433
1102,557
1102,827
1102,962
1102,47684
1102,47805
1102,48030
1102,48048
1102,48049
1102,48060
1102,48125
1102,48151
1102,48261
1102,48393
1107,957
1107,967
1107,1012
1107,1057
1107,46664
1107,46667
1107,46670
1107,48121
1112,11001
1112,13507
1112,46641
1112,46670
1117,152
1117,592
1117,13507
1117,46001
1117,47564
1117,47788
1117,48125
1117,48151
1122,10889
1122,46752
1122,46753
1122,46755
1122,46765
1127,10514
1127,10542
1127,10561
1127,46765
1127,46788
1132,46747
1132,46772
1132,46786
1132,46787
1132,48206
1141,46756
1141,46763
1141,46769
1141,46786
1141,46787
10406,322
10406,10961
10406,11001
10406,46044
10406,46076
10406,46366
10410,987
10410,1077
10410,10425
10410,13072
10410,46071
10410,46230
10410,48390
10410,48393
10410,48395
10418,637
10418,647
10418,742
10418,1017
10418,46332
10425,282
10425,977
10425,1082
10425,1087
10425,10410
10425,14206
10425,46489
10426,13988
10426,14121
10426,14126
10426,46845
10430,10457
10430,12086
10430,13991
10434,257
10434,437
10434,462
10434,507
10434,537
10434,11706
10434,11709
10434,11739
10434,13961
10434,14206
10434,46136
10434,46137
10434,46139
10434,46182
10434,46271
10441,277
10441,13297
10441,14256
10441,14261
10441,46073
10441,47788
10445,132
10445,237
10445,1047
10445,13072
10445,46501
10445,48390
10445,48393
10445,48395
10449,172
10449,522
10449,722
10449,742
10449,957
10449,987
10449,47787
10453,46147
10453,46492
10453,46555
10453,46806
10453,47643
10453,47735
10457,257
10457,452
10457,462
10457,467
10457,487
10457,532
10457,542
10457,10430
10457,10457
10457,11706
10457,11709
10457,11733
10457,46140
10457,46182
10457,46272
10457,47750
10470,342
10470,389
10470,397
10470,14576
10470,46104
10470,46377
10470,47718
10490,10594
10490,10618
10490,11822
10490,12477
10494,10514
10494,10546
10494,10561
10494,46759
10494,46766
10494,46787
10498,46759
10502,327
10506,10510
10506,12883
10506,13357
10510,10506
10510,10522
10510,10561
10510,11829
10510,46786
10514,1127
10514,10494
10514,10530
10514,10542
10514,10561
10514,46819
10514,48172
10514,48206
10514,48268
10514,48271
10514,48289
10514,48294
10514,48297
10514,48309
10518,10522
10518,10526
10518,10546
10518,46772
10522,10510
10522,10518
10522,10522
10522,10566
10526,10518
10526,46755
10526,46770
10526,46786
10526,46800
10526,46819
10530,10514
10530,10561
10530,46766
10530,46786
10530,46787
10534,10901
10534,46754
10534,46758
10534,46761
10538,10893
10538,10897
10538,46778
10538,46790
10542,1127
10542,10514
10542,10561
10542,10570
10542,46744
10542,46747
10546,10494
10546,10518
10546,10561
10546,10889
10546,12320
10550,10897
10550,46754
10550,46758
10550,46761
10550,46777
10550,48295
10554,10901
10554,46754
10554,46758
10554,46789
10561,1127
10561,10494
10561,10510
10561,10514
10561,10530
10561,10542
10561,10546
10561,46762
10561,48172
10562,46758
10562,46789
10566,10522
10566,10570
10566,46747
10566,46770
10566,46800
10570,10542
10570,10566
10570,46744
10570,46759
10570,46762
10578,10590
10578,11822
10578,11829
10578,14434
10582,11712
10582,11727
10582,12484
10582,13127
10582,13132
10582,13142
10582,13147
10582,13538
10582,14776
10582,46675
10582,46888
10582,48072
10582,48076
10582,48077
10582,48078
10582,48364
10590,10578
10590,10594
10590,10609
10590,10618
10590,11750
10590,11826
10590,11835
10590,13393
10590,13910
10594,10490
10594,10590
10594,11822
10594,11829
10594,13952
10594,48111
10594,48112
10609,10590
10609,13218
10609,13889
10609,46188
10609,46191
10609,46353
10609,47522
10613,11093
10613,13553
10613,14037
10613,14601
10613,14646
10613,14666
10613,14697
10613,14702
10613,14793
10613,14854
10613,14925
10613,45996
10613,46200
10613,46401
10613,46435
10613,46930
10613,46932
10613,48249
10617,10941
10617,11093
10617,13413
10617,13552
10617,13553
10617,14655
10617,14661
10617,46435
10617,46650
10617,46698
10618,10490
10618,10590
10618,11822
10618,11829
10618,12566
10618,46599
10885,12873
10885,15078
10885,46678
10889,1122
10889,10546
10889,46747
10889,46788
10893,10538
10893,10901
10893,46740
10893,46741
10893,46742
10893,46748
10893,46751
10893,46757
10897,10538
10897,10550
10897,46185
10897,46740
10897,46777
10897,48295
10901,10534
10901,10554
10901,10893
10901,46185
10901,46789
10905,10989
10905,46119
10905,46120
10905,46131
10909,937
10909,10913
10909,11754
10909,46230
10909,46350
10909,47790
10913,10909
10913,13994
10913,46120
10913,46350
10917,11251
10917,11826
10917,13127
10917,46406
10917,46681
10917,47697
10937,11073
10937,12524
10937,13336
10937,13919
10937,46842
10941,10617
10941,14601
10941,46218
10941,46668
10941,47800
10941,48384
10945,264
10945,267
10945,1077
10945,12082
10945,13362
10945,46081
10945,46362
10949,46263
10949,46598
10949,46667
10953,12480
10953,13268
10953,15121
10953,46269
10953,46364
10953,47671
10953,47712
10957,197
10957,202
10957,747
10957,11001
10957,12364
10961,322
10961,10406
10961,46044
10961,46366
10965,357
10965,622
10965,46093
10973,11962
10973,13253
10973,13518
10973,46430
10973,46574
10977,11962
10977,13253
10977,13518
10977,46369
10977,46434
10977,47738
10981,11241
10981,13493
10981,13538
10981,46675
10989,837
10989,10905
10989,13067
10989,46119
10989,46120
10989,46131
10993,207
10993,692
10993,702
10993,12074
10993,46115
10993,47680
11001,307
11001,322
11001,1112
11001,10406
11001,10957
11001,46044
11005,11946
11005,13003
11005,13233
11005,13502
11005,46511
11005,46648
11009,11089
11009,11246
11009,12973
11009,13018
11009,13023
11009,13285
11009,13943
11009,46047
11009,46155
11009,46186
11009,46350
11009,46378
11009,46954
11009,46955
11009,46962
11009,47512
11014,12918
11014,12968
11014,13523
11014,14176
11014,46269
11014,46423
11020,11048
11020,13162
11020,13167
11020,15053
11020,15058
11020,15068
11020,46191
11020,46646
11020,46647
11020,46681
11020,47694
11020,48133
11048,11020
11048,13162
11048,47694
11057,11081
11057,11934
11057,13862
11057,45995
11057,47672
11057,47738
11057,47787
11061,11934
11061,45995
11061,45996
11061,46193
11061,48413
11065,12590
11065,14702
11065,15098
11065,46224
11065,46296
11065,46628
11069,11081
11069,15011
11073,10937
11073,11256
11073,46195
11073,46822
11073,47630
11073,47787
11073,48158
11073,48162
11073,48163
11073,48177
11073,48194
11073,48210
11073,48260
11077,11934
11077,13517
11077,46192
11077,46358
11081,11057
11081,11069
11081,11934
11081,46668
11081,47800
11081,48194
11081,48214
11081,48215
11081,48217
11081,48256
11085,11256
11085,11934
11085,13336
11085,13552
11085,45995
11089,11009
11089,11246
11089,13285
11089,46378
11089,47512
11093,10613
11093,10617
11211,12006
11211,12034
11211,12913
11211,13408
11211,46176
11216,12006
11216,12034
11216,15041
11216,46173
11216,46180
11216,48433
11226,11826
11226,13127
11226,13147
11226,46888
11241,10981
11241,11251
11241,11712
11241,11721
11241,11826
11241,12484
11241,13077
11241,13127
11241,13142
11241,13147
11241,13157
11241,13979
11241,14818
11241,46354
11241,46495
11241,46675
11241,46677
11241,46837
11241,46888
11241,47635
11241,47703
11241,47715
11241,47716
11241,48059
11241,48068
11241,48299
11241,48429
11246,11009
11246,11089
11246,13018
11246,46186
11246,46346
11251,10917
11251,11241
11251,11826
11251,13152
11251,46379
11256,11073
11256,11085
11256,11850
11256,12524
11256,13517
11256,13967
11256,14661
11256,14697
11256,14793
11256,14854
11256,46192
11256,46194
11256,46224
11256,46401
11256,46628
11256,46930
11256,46931
11256,46932
11256,46943
11256,48034
11517,12034
11517,12437
11517,15041
11517,46176
11517,48433
11706,437
11706,532
11706,10434
11706,10457
11706,46429
11709,257
11709,437
11709,10434
11709,10457
11709,46273
11712,10582
11712,11241
11712,46886
11712,46888
11712,48072
11712,48076
11712,48077
11712,48078
11721,11241
11721,12484
11721,13493
11721,46562
11727,10582
11727,46361
11727,46406
11727,46886
11727,46888
11733,437
11733,462
11733,532
11733,10457
11733,46429
11736,13428
11736,46168
11736,46250
11736,46254
11739,437
11739,462
11739,532
11739,10434
11739,46273
11742,14211
11742,15093
11742,46428
11742,46456
11742,46565
11742,48038
11742,48039
11742,48040
11742,48041
11742,48042
11742,48043
11745,444
11745,12918
11745,13528
11745,14176
11745,14181
11745,46099
11745,46156
11745,46157
11745,46268
11745,46269
11745,46316
11750,10590
11750,13167
11750,15058
11750,15068
11750,46677
11751,46379
11751,46406
11751,46490
11751,46496
11751,46888
11754,10909
11754,12488
11754,12578
11754,46167
11754,46261
11757,11970
11757,12014
11757,46033
11757,46501
11757,46665
11757,47796
11757,48056
11822,10490
11822,10578
11822,10594
11822,10618
11822,11829
11822,11835
11822,12477
11822,12566
11822,12595
11822,13393
11822,13910
11822,48111
11822,48112
11823,13904
11823,13985
11823,14000
11823,46606
11826,10590
11826,10917
11826,11226
11826,11241
11826,11251
11826,11826
11829,10510
11829,10578
11829,10594
11829,10618
11829,11822
11829,11832
11829,12477
11829,12595
11829,13393
11829,13952
11829,14434
11829,14921
11832,11829
11832,12595
11832,14434
11832,46501
11835,10590
11835,11822
11835,12595
11835,13952
11835,14434
11838,46218
11838,46552
11838,46553
11838,46566
11838,46568
11841,11868
11841,46357
11841,46359
11841,46566
11844,14804
11844,46581
11847,46357
11847,46552
11847,46566
11850,11256
11850,11934
11850,13336
11850,15098
11850,46552
11853,45997
11853,46174
11853,46417
11853,46827
11853,48245
11856,11934
11856,45997
11856,46822
11856,48158
11856,48162
11856,48163
11856,48177
11856,48194
11856,48210
11856,48260
11859,14571
11859,46822
11859,46823
11859,46827
11859,46839
11859,48158
11859,48162
11859,48163
11859,48177
11859,48194
11859,48210
11859,48260
11862,13553
11862,15026
11862,46737
11862,46822
11862,46836
11862,48158
11862,48162
11862,48163
11862,48177
11862,48194
11862,48210
11862,48260
11865,46729
11865,46737
11865,46827
11865,46836
11865,46839
11865,46842
11868,11841
11868,13553
11868,46629
11868,46737
11868,46836
11868,46839
11871,12344
11871,12354
11871,12550
11871,46859
11871,46880
11877,11883
11877,12349
11877,12359
11877,12550
11880,11883
11880,46859
11880,46871
11880,46883
11883,11877
11883,11880
11883,12349
11883,12359
11883,46858
11883,46869
11883,46879
11883,46882
11930,12006
11930,12034
11930,12913
11930,13408
11930,46153
11934,11057
11934,11061
11934,11077
11934,11081
11934,11085
11934,11850
11934,11856
11934,14601
11934,14661
11934,14793
11934,15011
11934,46200
11934,46358
11934,46566
11934,46729
11934,46943
11934,47542
11934,47544
11934,47588
11934,47610
11934,48034
11934,48234
11934,48238
11934,48249
11934,48266
11934,48269
11934,48384
11938,12853
11938,13018
11938,13023
11938,46154
11938,46155
11938,46378
11942,197
11942,12422
11942,14732
11942,46096
11942,46381
11942,46451
11946,11005
11946,13502
11946,46021
11946,46512
11950,12706
11950,13196
11950,46151
11950,46153
11950,46176
11950,48430
11954,12452
11954,12913
11954,13408
11954,46176
11954,46177
11962,10973
11962,10977
11962,13253
11962,13878
11962,46369
11962,46370
11962,46430
11962,46574
11966,757
11966,11974
11966,12097
11966,14636
11966,46122
11966,46123
11966,46130
11966,46425
11966,46632
11970,11757
11970,11978
11970,11982
11970,12010
11970,12042
11974,11966
11974,14636
11974,46122
11974,46123
11974,46425
11978,11970
11978,11982
11978,12010
11978,12018
11978,12022
11978,12042
11978,48056
11982,227
11982,11970
11982,11978
11982,12018
11982,12022
11982,12042
11982,12379
11982,46408
11982,48056
11986,367
11986,717
11986,11990
11986,11998
11986,46118
11986,46330
11986,46347
11986,46894
11986,46905
11986,47794
11986,48037
11990,11986
11990,11998
11990,46330
11990,46438
11990,46894
11990,46905
11990,48037
11994,11998
11994,46892
11994,46903
11994,46904
11994,46907
11994,47681
11998,717
11998,1022
11998,11986
11998,11990
11998,11994
11998,46118
11998,46438
11998,47739
11998,47794
12002,12034
12002,12706
12002,12993
12002,46176
12002,46595
12002,48430
12006,187
12006,11211
12006,11216
12006,11930
12006,12026
12006,12437
12006,46680
12006,48230
12010,1047
12010,11970
12010,11978
12010,12018
12010,12022
12010,12042
12010,46013
12010,48056
12014,852
12014,867
12014,11757
12014,12038
12014,46344
12014,47796
12014,48056
12018,11978
12018,11982
12018,12010
12018,12038
12018,46033
12018,46665
12022,867
12022,11978
12022,11982
12022,12010
12022,12038
12022,12042
12022,12046
12022,48056
12022,48170
12026,12006
12026,12034
12026,12993
12026,13408
12026,46176
12030,12034
12030,12913
12030,48225
12034,187
12034,857
12034,937
12034,11211
12034,11216
12034,11517
12034,11930
12034,12002
12034,12026
12034,12030
12034,12452
12034,12706
12034,12908
12034,12913
12034,12988
12034,13982
12034,14060
12034,15041
12034,46151
12034,46152
12034,46177
12034,46178
12034,46595
12034,46599
12034,48049
12034,48089
12034,48090
12034,48225
12034,48230
12034,48239
12034,48430
12034,48433
12034,48436
12038,12014
12038,12018
12038,12022
12038,46011
12038,46033
12038,47796
12042,867
12042,11970
12042,11978
12042,11982
12042,12010
12042,12022
12046,867
12046,12022
12046,46011
12046,46012
12046,46013
12050,254
12050,347
12050,1007
12050,15073
12050,46078
12054,167
12054,12066
12054,12913
12054,45992
12054,47616
12054,47647
12054,47648
12054,47651
12054,47652
12054,47653
12054,47654
12054,47655
12054,47663
12054,47674
12054,47704
12054,47705
12054,47706
12054,47707
12054,47708
12054,47709
12054,47710
12054,47719
12054,47720
12054,47721
12054,47722
12054,47725
12054,47731
12054,47742
12054,47743
12054,47744
12054,47745
12054,47747
12054,47749
12054,47751
12054,47752
12054,47758
12054,47764
12054,47765
12054,47766
12054,47795
12054,47803
12058,13507
12058,13985
12058,15073
12062,242
12062,1047
12062,1097
12062,46905
12062,48037
12066,167
12066,12054
12066,46115
12066,46530
12066,46641
12070,597
12070,46641
12070,46896
12074,242
12074,10993
12074,46004
12074,46095
12078,167
12082,462
12082,659
12082,10945
12086,10430
12086,46005
12086,46387
12090,14116
12090,46094
12097,592
12097,11966
12097,14515
12097,46123
12320,10546
12320,46516
12334,12344
12334,12349
12334,12359
12334,12402
12334,12412
12334,46857
12334,46877
12339,237
12339,277
12339,12432
12339,12442
12339,12447
12339,12938
12339,13508
12339,46440
12339,46456
12339,47660
12344,11871
12344,12334
12344,12349
12344,12354
12344,12359
12344,12412
12344,46857
12344,46858
12344,46859
12344,46869
12344,46871
12349,11877
12349,11883
12349,12334
12349,12344
12349,12359
12349,12407
12349,46860
12354,11871
12354,12344
12354,12359
12354,12550
12354,46883
12359,11877
12359,11883
12359,12334
12359,12344
12359,12349
12359,12354
12359,12359
12359,12402
12359,12407
12359,12412
12359,46857
12359,46858
12359,46859
12359,46860
12359,46864
12359,46878
12359,46880
12359,46881
12359,46882
12359,46887
12364,147
12364,427
12364,462
12364,1072
12364,10957
12364,12379
12364,12447
12364,12938
12364,13193
