product_option_value_id,product_option_id,product_id,option_id,option_value_id,quantity,subtract,price,price_prefix,points,points_prefix,weight,weight_prefix
72897,60164,47686,1651,182,0,0,0,+,0,+,0,+
72898,60165,46621,13,324,1000,0,0,+,0,+,1,+
72899,60165,46621,13,325,1000,0,10,+,0,+,1,+
72900,60165,46621,13,329,0,0,50,+,0,+,0,+
72901,60165,46621,13,334,0,0,70,+,0,+,0,+
72902,60169,46621,825,103,1000,0,0,+,0,+,0,+
72903,60170,48428,13,324,1000,0,0,+,0,+,1,+
72904,60170,48428,13,325,1000,0,8,+,0,+,1,+
72905,60170,48428,13,329,0,0,48,+,0,+,0,+
72906,60170,48428,13,334,0,0,67,+,0,+,0,+
72907,60173,46554,13,324,1000,0,0,+,0,+,1,+
72908,60173,46554,13,325,1000,0,10,+,0,+,1,+
72909,60173,46554,13,329,0,0,50,+,0,+,0,+
72910,60173,46554,13,334,0,0,70,+,0,+,0,+
72911,60176,46554,825,103,1000,0,0,+,0,+,0,+
72912,60177,46555,13,324,1000,0,0,+,0,+,1,+
72913,60177,46555,13,325,1000,0,10,+,0,+,1,+
72914,60177,46555,13,329,0,0,50,+,0,+,0,+
72915,60177,46555,13,334,0,0,70,+,0,+,0,+
72916,60180,48110,13,324,1000,0,0,+,0,+,1,+
72917,60180,48110,13,325,1000,0,10,+,0,+,1,+
72918,60180,48110,13,329,0,0,50,+,0,+,0,+
72919,60180,48110,13,334,0,0,70,+,0,+,0,+
72920,60187,48110,825,103,1000,0,0,+,0,+,0,+
72921,60188,47597,13,324,1000,0,0,+,0,+,1,+
72922,60188,47597,13,325,1000,0,8,+,0,+,1,+
72923,60188,47597,13,329,0,0,48,+,0,+,0,+
72924,60188,47597,13,334,0,0,67,+,0,+,0,+
72925,60191,47597,1651,181,0,0,0,+,0,+,0,+
72926,60191,47597,1651,182,0,0,0,+,0,+,0,+
72927,60192,46579,13,324,1000,0,0,+,0,+,1,+
72928,60192,46579,13,325,1000,0,10,+,0,+,1,+
72929,60192,46579,13,329,0,0,50,+,0,+,0,+
72930,60192,46579,13,334,0,0,70,+,0,+,0,+
72931,60195,46579,825,103,1000,0,0,+,0,+,0,+
72932,60196,46578,13,324,1000,0,0,+,0,+,1,+
72933,60196,46578,13,325,1000,0,10,+,0,+,1,+
72934,60196,46578,13,329,0,0,50,+,0,+,0,+
72935,60196,46578,13,334,0,0,70,+,0,+,0,+
72936,60199,47680,13,324,1000,0,0,+,0,+,1,+
72937,60199,47680,13,325,1000,0,10,+,0,+,1,+
72938,60199,47680,13,329,0,0,50,+,0,+,0,+
72939,60199,47680,13,334,0,0,70,+,0,+,0,+
72940,60203,47680,1651,181,0,0,0,+,0,+,0,+
72941,60203,47680,1651,182,0,0,0,+,0,+,0,+
72942,60204,47008,13,324,1000,0,0,+,0,+,1,+
72943,60204,47008,13,325,1000,0,8,+,0,+,1,+
72944,60204,47008,13,329,0,0,48,+,0,+,0,+
72945,60204,47008,13,334,0,0,67,+,0,+,0,+
72951,60212,48392,13,324,1000,0,0,+,0,+,1,+
72952,60212,48392,13,325,1000,0,8,+,0,+,1,+
72953,60212,48392,13,329,0,0,48,+,0,+,0,+
72954,60212,48392,13,334,0,0,67,+,0,+,0,+
72955,60216,10594,13,324,1000,0,0,+,0,+,1,+
72956,60216,10594,13,325,1000,0,8,+,0,+,1,+
72957,60216,10594,13,329,0,0,48,+,0,+,0,+
72958,60216,10594,13,334,0,0,67,+,0,+,0,+
72959,60223,10594,2693,381,0,0,0,+,0,+,0,+
72960,60223,10594,2693,382,0,0,0,+,0,+,0,+
72961,60224,48111,13,324,1000,0,0,+,0,+,1,+
72962,60224,48111,13,325,1000,0,8,+,0,+,1,+
72963,60224,48111,13,329,0,0,48,+,0,+,0,+
72964,60224,48111,13,334,0,0,67,+,0,+,0,+
72965,60232,48111,825,103,1000,0,0,+,0,+,0,+
72966,60233,10578,13,324,1000,0,0,+,0,+,1,+
72967,60233,10578,13,325,1000,0,8,+,0,+,1,+
72968,60233,10578,13,329,0,0,48,+,0,+,0,+
72969,60233,10578,13,334,0,0,67,+,0,+,0,+
72970,60239,10578,825,103,1000,0,0,+,0,+,0.00000205,+
72971,60240,10618,13,324,1000,0,0,+,0,+,1,+
72972,60240,10618,13,325,1000,0,8,+,0,+,1,+
72973,60240,10618,13,329,0,0,48,+,0,+,0,+
72974,60240,10618,13,334,0,0,67,+,0,+,0,+
72975,60246,10618,825,103,1000,0,0,+,0,+,0.00000074,+
72976,60247,12566,13,324,1000,0,0,+,0,+,1,+
72977,60247,12566,13,325,1000,0,10,+,0,+,1,+
72978,60247,12566,13,329,0,0,50,+,0,+,0,+
72979,60247,12566,13,334,0,0,70,+,0,+,0,+
72980,60253,12566,825,103,1000,0,0,+,0,+,0.00000075,+
72981,60254,12566,955,105,1000,0,0,+,0,+,0,+
72982,60254,12566,955,104,1000,0,0,+,0,+,0,+
72983,60254,12566,955,117,1000,0,0,+,0,+,0,+
72984,60255,12578,13,324,1000,0,0,+,0,+,1,+
72985,60255,12578,13,325,1000,0,10,+,0,+,1,+
72986,60255,12578,13,329,0,0,50,+,0,+,0,+
72987,60255,12578,13,334,0,0,70,+,0,+,0,+
72988,60259,12578,825,103,1000,0,0,+,0,+,0.00000206,+
72989,60260,12578,955,116,1000,0,0,+,0,+,0,+
72990,60260,12578,955,105,1000,0,0,+,0,+,0,+
72991,60261,13518,13,324,1000,0,0,+,0,+,1,+
72992,60261,13518,13,325,1000,0,10,+,0,+,1,+
72993,60261,13518,13,329,0,0,50,+,0,+,0,+
72994,60261,13518,13,334,0,0,70,+,0,+,0,+
72995,60263,13518,825,103,1000,0,0,+,0,+,0.00000207,+
72996,60264,13878,13,324,1000,0,0,+,0,+,1,+
72997,60264,13878,13,325,1000,0,10,+,0,+,1,+
72998,60264,13878,13,329,0,0,50,+,0,+,0,+
72999,60264,13878,13,334,0,0,70,+,0,+,0,+
73000,60267,13878,825,103,1000,0,0,+,0,+,0.00000208,+
73001,60268,13878,955,106,1000,0,0,+,0,+,0,+
73002,60268,13878,955,107,1000,0,0,+,0,+,0,+
73003,60269,13878,1135,121,1000,0,0,+,0,+,0,+
73004,60269,13878,1135,120,1000,0,0,+,0,+,0,+
73005,60270,13388,13,324,1000,0,0,+,0,+,1,+
73006,60270,13388,13,325,1000,0,10,+,0,+,1,+
73007,60270,13388,13,329,0,0,50,+,0,+,0,+
73008,60270,13388,13,334,0,0,70,+,0,+,0,+
73009,60273,13388,825,103,1000,0,0,+,0,+,0.00000077,+
73010,60274,47695,13,324,1000,0,0,+,0,+,1,+
73011,60274,47695,13,325,1000,0,8,+,0,+,1,+
73012,60274,47695,13,329,0,0,48,+,0,+,0,+
73013,60274,47695,13,334,0,0,67,+,0,+,0,+
73016,60279,46630,13,324,1000,0,0,+,0,+,1,+
73017,60279,46630,13,325,1000,0,10,+,0,+,1,+
73018,60279,46630,13,329,0,0,50,+,0,+,0,+
73019,60279,46630,13,334,0,0,70,+,0,+,0,+
73020,60283,46630,1085,132,1000,0,0,+,0,+,0,+
73021,60283,46630,1085,133,1000,0,0,+,0,+,0,+
73022,60284,48027,13,324,1000,0,0,+,0,+,1,+
73023,60284,48027,13,325,1000,0,8,+,0,+,1,+
73024,60284,48027,13,329,0,0,48,+,0,+,0,+
73025,60284,48027,13,334,0,0,67,+,0,+,0,+
73026,60287,46489,13,324,1000,0,0,+,0,+,1,+
73027,60287,46489,13,325,1000,0,10,+,0,+,1,+
73028,60287,46489,13,329,0,0,50,+,0,+,0,+
73029,60287,46489,13,334,0,0,70,+,0,+,0,+
73030,60291,13508,13,324,1000,0,0,+,0,+,1,+
73031,60291,13508,13,325,1000,0,8,+,0,+,1,+
73032,60291,13508,13,329,0,0,48,+,0,+,0,+
73033,60291,13508,13,334,0,0,67,+,0,+,0,+
73034,60294,13508,825,103,1000,0,0,+,0,+,0.00000209,+
73035,60295,46492,13,324,1000,0,0,+,0,+,1,+
73036,60295,46492,13,325,1000,0,10,+,0,+,1,+
73037,60295,46492,13,329,0,0,50,+,0,+,0,+
73038,60295,46492,13,334,0,0,70,+,0,+,0,+
73039,60299,46492,825,103,1000,0,0,+,0,+,0,+
73040,60300,47643,13,324,1000,0,0,+,0,+,1,+
73041,60300,47643,13,325,1000,0,10,+,0,+,1,+
73042,60300,47643,13,329,0,0,50,+,0,+,0,+
73043,60300,47643,13,334,0,0,70,+,0,+,0,+
73044,60303,47643,1085,132,1000,0,0,+,0,+,0,+
73045,60303,47643,1085,133,1000,0,0,+,0,+,0,+
73046,60304,47643,825,103,1000,0,0,+,0,+,0,+
73047,60305,47792,13,324,1000,0,0,+,0,+,1,+
73048,60305,47792,13,325,1000,0,10,+,0,+,1,+
73049,60305,47792,13,329,0,0,50,+,0,+,0,+
73050,60305,47792,13,334,0,0,70,+,0,+,0,+
73051,60309,47792,1651,181,1000,0,0,+,0,+,0,+
73052,60309,47792,1651,182,1000,0,0,+,0,+,0,+
73053,60310,48422,13,324,1000,0,0,+,0,+,1,+
73054,60310,48422,13,325,1000,0,8,+,0,+,1,+
73055,60310,48422,13,329,0,0,48,+,0,+,0,+
73056,60310,48422,13,334,0,0,67,+,0,+,0,+
73057,60313,47596,13,324,1000,0,0,+,0,+,1,+
73058,60313,47596,13,325,1000,0,10,+,0,+,1,+
73059,60313,47596,13,329,0,0,50,+,0,+,0,+
73060,60313,47596,13,334,0,0,70,+,0,+,0,+
73061,60314,47596,955,105,0,0,0,+,0,+,0,+
73062,60314,47596,955,111,0,0,0,+,0,+,0,+
73108,60352,47552,13,324,1000,0,0,+,0,+,1,+
73109,60352,47552,13,325,1000,0,8,+,0,+,1,+
73110,60352,47552,13,329,0,0,48,+,0,+,0,+
73111,60352,47552,13,334,0,0,67,+,0,+,0,+
73114,60356,47553,13,324,1000,0,0,+,0,+,1,+
73115,60356,47553,13,325,1000,0,8,+,0,+,1,+
73116,60356,47553,13,329,0,0,48,+,0,+,0,+
73117,60356,47553,13,334,0,0,67,+,0,+,0,+
73120,60360,10582,13,324,1000,0,0,+,0,+,1,+
73121,60360,10582,13,325,1000,0,8,+,0,+,1,+
73122,60360,10582,13,329,0,0,48,+,0,+,0,+
73123,60360,10582,13,334,0,0,67,+,0,+,0,+
73126,60364,47666,13,324,1000,0,0,+,0,+,1,+
73127,60364,47666,13,325,1000,0,10,+,0,+,1,+
73128,60364,47666,13,329,0,0,50,+,0,+,0,+
73129,60364,47666,13,334,0,0,70,+,0,+,0,+
73130,60368,47666,955,116,1000,0,0,+,0,+,0,+
73131,60368,47666,955,112,1000,0,0,+,0,+,0,+
73132,60369,48077,13,324,1000,0,0,+,0,+,1,+
73133,60369,48077,13,325,1000,0,8,+,0,+,1,+
73134,60369,48077,13,329,0,0,48,+,0,+,0,+
73135,60369,48077,13,334,0,0,67,+,0,+,0,+
73136,60370,48077,825,103,1000,0,0,+,0,+,0,+
73137,60371,14776,13,324,1000,0,0,+,0,+,1,+
73138,60371,14776,13,325,1000,0,10,+,0,+,1,+
73139,60371,14776,13,329,0,0,50,+,0,+,0,+
73140,60371,14776,13,334,0,0,70,+,0,+,0,+
73141,60374,14776,825,103,1000,0,0,+,0,+,0.00000002,+
73142,60375,12484,13,324,1000,0,0,+,0,+,1,+
73143,60375,12484,13,325,1000,0,8,+,0,+,1,+
73144,60375,12484,13,329,0,0,48,+,0,+,0,+
73145,60375,12484,13,334,0,0,67,+,0,+,0,+
73146,60378,12484,825,103,1000,0,0,+,0,+,0.00000024,+
73147,60379,48076,13,197,0,0,0,+,0,+,0,+
73148,60379,48076,13,319,0,0,22,+,0,+,0,+
73149,60381,47621,13,324,1000,0,0,+,0,+,1,+
73150,60381,47621,13,325,1000,0,8,+,0,+,1,+
73151,60381,47621,13,329,0,0,48,+,0,+,0,+
73152,60381,47621,13,334,0,0,67,+,0,+,0,+
73153,60385,47621,1651,181,1000,0,0,+,0,+,0,+
73154,60385,47621,1651,182,1000,0,0,+,0,+,0,+
73155,60386,13493,13,324,1000,0,0,+,0,+,1,+
73156,60386,13493,13,325,1000,0,10,+,0,+,1,+
73157,60386,13493,13,329,0,0,50,+,0,+,0,+
73158,60386,13493,13,334,0,0,70,+,0,+,0,+
73159,60390,13493,825,103,1000,0,0,+,0,+,0.0000005,+
73160,60391,13538,13,324,1000,0,0,+,0,+,1,+
73161,60391,13538,13,325,1000,0,8,+,0,+,1,+
73162,60391,13538,13,329,0,0,48,+,0,+,0,+
73163,60391,13538,13,334,0,0,67,+,0,+,0,+
73164,60394,13538,825,103,1000,0,0,+,0,+,0.00000049,+
73432,60666,48414,2767,414,0,0,0,+,0,+,0,+
73433,60666,48414,2767,413,0,0,30,+,0,+,0,+
73434,60666,48414,2767,412,0,0,0,+,0,+,0,+
73435,60666,48414,2767,411,0,0,30,+,0,+,0,+
73436,60666,48414,2767,422,0,0,20,+,0,+,0,+
73437,60666,48414,2767,423,0,0,81,+,0,+,0,+
73438,60666,48414,2767,420,0,0,40,+,0,+,0,+
73439,60666,48414,2767,421,0,0,121,+,0,+,0,+
73445,60668,48413,2767,417,0,0,61,+,0,+,0,+
73446,60668,48413,2767,418,0,0,0,+,0,+,0,+
73447,60668,48413,2767,419,0,0,61,+,0,+,0,+
73448,60668,48413,2767,420,0,0,20,+,0,+,0,+
73449,60668,48413,2767,421,0,0,101,+,0,+,0,+
73513,60719,48124,1849,190,1000,0,0,+,0,+,0,+
73514,60719,48124,1849,191,1000,0,30,+,0,+,0,+
73699,48534,47575,13,319,0,0,69,+,0,+,0,+
73700,48537,47578,13,319,0,0,69,+,0,+,0,+
73701,48548,47567,13,325,0,0,10,+,0,+,0,+
73702,48548,47567,13,201,0,0,45,+,0,+,0,+
73703,48548,47567,13,197,0,0,50,+,0,+,0,+
73704,48548,47567,13,319,0,0,69,+,0,+,0,+
73705,48549,47572,13,325,0,0,10,+,0,+,0,+
73706,48549,47572,13,201,0,0,45,+,0,+,0,+
73707,48549,47572,13,197,0,0,50,+,0,+,0,+
73708,48549,47572,13,319,0,0,69,+,0,+,0,+
73709,48693,46850,13,325,0,0,11,+,0,+,0,+
73710,48693,46850,13,201,0,0,47,+,0,+,0,+
73711,48693,46850,13,197,0,0,51,+,0,+,0,+
73712,48693,46850,13,319,0,0,71,+,0,+,0,+
73713,48704,46852,13,325,0,0,11,+,0,+,0,+
73714,48704,46852,13,201,0,0,47,+,0,+,0,+
73715,48704,46852,13,219,0,0,51,+,0,+,0,+
73716,48704,46852,13,319,0,0,71,+,0,+,0,+
73717,56245,46848,13,325,0,0,11,+,0,+,0,+
73718,56245,46848,13,201,0,0,47,+,0,+,0,+
73719,56245,46848,13,197,0,0,51,+,0,+,0,+
73720,56245,46848,13,319,0,0,71,+,0,+,0,+
73735,49219,46786,13,319,0,0,71,+,0,+,0,+
73736,49225,46759,13,325,0,0,11,+,0,+,0,+
73737,49225,46759,13,201,0,0,47,+,0,+,0,+
73738,49225,46759,13,197,0,0,51,+,0,+,0,+
73739,49225,46759,13,319,0,0,71,+,0,+,0,+
73740,49228,46787,13,319,0,0,71,+,0,+,0,+
73741,49484,46753,13,324,0,0,1,+,0,+,0,+
73742,49484,46753,13,325,0,0,11,+,0,+,0,+
73743,49484,46753,13,201,0,0,47,+,0,+,0,+
73744,49484,46753,13,197,0,0,51,+,0,+,0,+
73745,49484,46753,13,319,0,0,71,+,0,+,0,+
73746,49513,46755,13,325,0,0,11,+,0,+,0,+
73747,49513,46755,13,201,0,0,47,+,0,+,0,+
73748,49513,46755,13,197,0,0,51,+,0,+,0,+
73749,49513,46755,13,319,0,0,71,+,0,+,0,+
73750,49655,46788,13,319,0,0,71,+,0,+,0,+
73751,49898,46752,13,325,0,0,11,+,0,+,0,+
73752,49898,46752,13,201,0,0,47,+,0,+,0,+
73753,49898,46752,13,197,0,0,51,+,0,+,0,+
73754,49898,46752,13,320,0,0,71,+,0,+,0,+
74081,61111,48085,13,425,1000,0,0,+,0,+,0,+
74082,61111,48085,13,324,1000,0,2,+,0,+,0,+
74083,61111,48085,13,325,1000,1,10,+,0,+,0,+
74084,61111,48085,13,201,1000,1,45,+,0,+,0,+
74085,61111,48085,13,197,1000,1,50,+,0,+,0,+
74086,61111,48085,13,319,1000,1,69,+,0,+,0,+
74087,61116,48377,13,155,0,0,0,+,0,+,0,+
74088,61116,48377,13,62,0,0,15,+,0,+,0,+
74089,61117,48377,1085,133,1000,0,0,+,0,+,0,+
74090,61117,48377,1085,132,1000,0,0,+,0,+,0,+
74091,61118,48377,955,372,0,0,0,+,0,+,0,+
74092,61122,48061,13,425,1000,0,0,+,0,+,0,+
74093,61122,48061,13,324,1000,0,2,+,0,+,0,+
74094,61122,48061,13,325,1000,1,10,+,0,+,0,+
74095,61122,48061,13,201,1000,1,45,+,0,+,0,+
74096,61122,48061,13,197,1000,1,50,+,0,+,0,+
74097,61122,48061,13,319,1000,1,69,+,0,+,0,+
74098,61127,46865,13,425,1000,0,0,+,0,+,0,+
74099,61127,46865,13,324,1000,0,1,+,0,+,0,+
74100,61127,46865,13,325,1000,1,11,+,0,+,0,+
74101,61127,46865,13,201,1000,1,47,+,0,+,0,+
74102,61127,46865,13,197,1000,1,51,+,0,+,0,+
74103,61127,46865,13,319,1000,1,71,+,0,+,0,+
74104,61130,47696,13,425,1000,0,0,+,0,+,0,+
74105,61130,47696,13,324,1000,0,2,+,0,+,0,+
74106,61130,47696,13,325,1000,1,10,+,0,+,0,+
74107,61130,47696,13,201,1000,1,45,+,0,+,0,+
74108,61130,47696,13,197,1000,1,50,+,0,+,0,+
74109,61130,47696,13,319,1000,1,69,+,0,+,0,+
74110,61131,48445,13,425,1000,0,0,+,0,+,0,+
74111,61131,48445,13,324,1000,0,2,+,0,+,0,+
74112,61131,48445,13,325,1000,1,10,+,0,+,0,+
74113,61131,48445,13,201,1000,1,45,+,0,+,0,+
74114,61131,48445,13,197,1000,1,50,+,0,+,0,+
74115,61131,48445,13,319,1000,1,69,+,0,+,0,+
74122,61137,47534,13,425,1000,0,0,+,0,+,0,+
74123,61137,47534,13,324,1000,0,2,+,0,+,0,+
74124,61137,47534,13,325,1000,1,10,+,0,+,0,+
74125,61137,47534,13,201,1000,1,45,+,0,+,0,+
74126,61137,47534,13,197,1000,1,50,+,0,+,0,+
74127,61137,47534,13,319,1000,1,69,+,0,+,0,+
74132,61147,46862,13,425,1000,0,0,+,0,+,0,+
74133,61147,46862,13,324,1000,0,1,+,0,+,0,+
74134,61147,46862,13,325,1000,1,11,+,0,+,0,+
74135,61147,46862,13,201,1000,1,47,+,0,+,0,+
74136,61147,46862,13,197,999,1,51,+,0,+,0,+
74137,61147,46862,13,319,1000,1,71,+,0,+,0,+
74138,61150,46863,13,425,1000,0,0,+,0,+,0,+
74139,61150,46863,13,324,1000,0,1,+,0,+,0,+
74140,61150,46863,13,325,998,1,11,+,0,+,0,+
74141,61150,46863,13,201,999,1,47,+,0,+,0,+
74142,61150,46863,13,197,998,1,51,+,0,+,0,+
74143,61150,46863,13,319,1000,1,71,+,0,+,0,+
74144,61151,46863,1085,133,1000,0,0,+,0,+,0,+
74145,61151,46863,1085,132,1000,0,0,+,0,+,0,+
74146,61156,46611,13,425,1000,0,0,+,0,+,0,+
74147,61156,46611,13,324,1000,0,1,+,0,+,0,+
74148,61156,46611,13,325,999,1,11,+,0,+,0,+
74149,61156,46611,13,201,1000,1,47,+,0,+,0,+
74150,61156,46611,13,197,1000,1,51,+,0,+,0,+
74151,61156,46611,13,319,1000,1,71,+,0,+,0,+
74152,61157,46611,1085,132,997,1,0,+,0,+,0,+
74153,61157,46611,1085,133,996,1,0,+,0,+,0,+
74154,61160,46610,13,425,1000,0,0,+,0,+,0,+
74155,61160,46610,13,324,1000,0,1,+,0,+,0,+
74156,61160,46610,13,325,1000,1,11,+,0,+,0,+
74157,61160,46610,13,201,1000,1,47,+,0,+,0,+
74158,61160,46610,13,197,1000,1,51,+,0,+,0,+
74159,61160,46610,13,319,999,1,71,+,0,+,0,+
74160,61161,46610,1085,132,999,1,0,+,0,+,0,+
74161,61161,46610,1085,133,1000,1,0,+,0,+,0,+
74162,61162,48068,13,425,1000,0,0,+,0,+,0,+
74163,61162,48068,13,324,1000,0,2,+,0,+,0,+
74164,61162,48068,13,325,999,1,10,+,0,+,0,+
74165,61162,48068,13,201,1000,1,45,+,0,+,0,+
74166,61162,48068,13,197,1000,1,50,+,0,+,0,+
74167,61162,48068,13,319,1000,1,69,+,0,+,0,+
74168,61163,48068,1085,132,1000,0,0,+,0,+,0,+
74169,61163,48068,1085,133,1000,0,0,+,0,+,0,+
74170,61166,11020,13,425,1000,0,0,+,0,+,0,+
74171,61166,11020,13,201,1000,0,45,+,0,+,0,+
74172,61166,11020,13,324,1000,0,2,+,0,+,1,+
74173,61166,11020,13,197,1000,0,50,+,0,+,0,+
74174,61166,11020,13,63,1000,0,5,+,0,+,2,+
74175,61166,11020,13,325,1000,0,10,+,0,+,2,+
74176,61166,11020,13,319,1000,0,69,+,0,+,0,+
74177,61171,46646,13,425,1000,0,0,+,0,+,0,+
74178,61171,46646,13,324,1000,0,1,+,0,+,0,+
74179,61171,46646,13,325,1000,1,11,+,0,+,0,+
74180,61171,46646,13,201,1000,1,47,+,0,+,0,+
74181,61171,46646,13,197,1000,1,51,+,0,+,0,+
74182,61171,46646,13,319,1000,1,71,+,0,+,0,+
74183,61172,11048,13,425,1000,0,0,+,0,+,0,+
74184,61172,11048,13,201,1000,0,45,+,0,+,0,+
74185,61172,11048,13,324,1000,0,2,+,0,+,1,+
74186,61172,11048,13,197,1000,0,50,+,0,+,0,+
74187,61172,11048,13,63,1000,0,5,+,0,+,2,+
74188,61172,11048,13,325,1000,0,10,+,0,+,2,+
74189,61172,11048,13,319,1000,0,69,+,0,+,0,+
74190,61176,46663,13,425,1000,0,0,+,0,+,0,+
74191,61176,46663,13,324,1000,0,2,+,0,+,0,+
74192,61176,46663,13,325,1000,1,10,+,0,+,0,+
74193,61176,46663,13,201,1000,1,45,+,0,+,0,+
74194,61176,46663,13,197,1000,1,50,+,0,+,0,+
74195,61176,46663,13,319,1000,1,69,+,0,+,0,+
74196,61180,13162,13,425,1000,0,0,+,0,+,0,+
74197,61180,13162,13,201,1000,0,45,+,0,+,0,+
74198,61180,13162,13,324,1000,0,2,+,0,+,1,+
74199,61180,13162,13,197,1000,0,50,+,0,+,0,+
74200,61180,13162,13,63,1000,0,5,+,0,+,2,+
74201,61180,13162,13,325,1000,0,10,+,0,+,2,+
74202,61180,13162,13,319,1000,0,69,+,0,+,0,+
74203,61184,13167,13,425,1000,0,0,+,0,+,0,+
74204,61184,13167,13,201,1000,0,45,+,0,+,0,+
74205,61184,13167,13,324,1000,0,2,+,0,+,1,+
74206,61184,13167,13,197,1000,0,50,+,0,+,0,+
74207,61184,13167,13,63,1000,0,5,+,0,+,2,+
74208,61184,13167,13,325,1000,0,10,+,0,+,2,+
74209,61184,13167,13,319,1000,0,69,+,0,+,0,+
74210,61188,13127,13,425,1000,0,0,+,0,+,0,+
74211,61188,13127,13,201,1000,0,47,+,0,+,0,+
74212,61188,13127,13,324,1000,0,1,+,0,+,1,+
74213,61188,13127,13,197,1000,0,51,+,0,+,0,+
74214,61188,13127,13,63,1000,0,7,+,0,+,2,+
74215,61188,13127,13,325,1000,0,11,+,0,+,2,+
74216,61188,13127,13,319,1000,0,71,+,0,+,0,+
74217,61192,13077,13,425,1000,0,0,+,0,+,0,+
74218,61192,13077,13,201,1000,0,45,+,0,+,0,+
74219,61192,13077,13,324,1000,0,2,+,0,+,1,+
74220,61192,13077,13,197,1000,0,50,+,0,+,0,+
74221,61192,13077,13,63,1000,0,5,+,0,+,2,+
74222,61192,13077,13,325,1000,0,10,+,0,+,2,+
74223,61192,13077,13,319,1000,0,69,+,0,+,0,+
74224,61196,13157,13,425,1000,0,0,+,0,+,0,+
74225,61196,13157,13,201,1000,0,45,+,0,+,0,+
74226,61196,13157,13,324,1000,0,2,+,0,+,1,+
74227,61196,13157,13,197,1000,0,50,+,0,+,0,+
74228,61196,13157,13,63,1000,0,5,+,0,+,2,+
74229,61196,13157,13,325,1000,0,10,+,0,+,2,+
74230,61196,13157,13,319,1000,0,69,+,0,+,0,+
74231,61200,13107,13,425,1000,0,0,+,0,+,0,+
74232,61200,13107,13,201,1000,0,45,+,0,+,0,+
74233,61200,13107,13,324,1000,0,2,+,0,+,1,+
74234,61200,13107,13,197,1000,0,50,+,0,+,0,+
74235,61200,13107,13,63,1000,0,5,+,0,+,2,+
74236,61200,13107,13,325,1000,0,10,+,0,+,2,+
74237,61200,13107,13,319,1000,0,69,+,0,+,0,+
74238,61204,13102,13,425,1000,0,0,+,0,+,0,+
74239,61204,13102,13,201,1000,0,47,+,0,+,0,+
74240,61204,13102,13,324,1000,0,1,+,0,+,1,+
74241,61204,13102,13,197,1000,0,51,+,0,+,0,+
74242,61204,13102,13,63,1000,0,7,+,0,+,2,+
74243,61204,13102,13,325,1000,0,11,+,0,+,2,+
74244,61204,13102,13,319,1000,0,71,+,0,+,0,+
74245,61208,13112,13,425,1000,0,0,+,0,+,0,+
74246,61208,13112,13,201,1000,0,45,+,0,+,0,+
74247,61208,13112,13,324,1000,0,2,+,0,+,1,+
74248,61208,13112,13,197,1000,0,50,+,0,+,0,+
74249,61208,13112,13,63,1000,0,5,+,0,+,2,+
74250,61208,13112,13,325,1000,0,10,+,0,+,2,+
74251,61208,13112,13,319,1000,0,69,+,0,+,0,+
74252,61212,48221,13,425,1000,0,0,+,0,+,0,+
74253,61212,48221,13,324,1000,0,2,+,0,+,0,+
74254,61212,48221,13,325,1000,1,10,+,0,+,0,+
74255,61212,48221,13,201,1000,1,45,+,0,+,0,+
74256,61212,48221,13,197,1000,1,50,+,0,+,0,+
74257,61212,48221,13,319,999,1,69,+,0,+,0,+
74258,61217,47711,13,425,1000,0,0,+,0,+,0,+
74259,61217,47711,13,324,1000,0,2,+,0,+,0,+
74260,61217,47711,13,325,1000,1,10,+,0,+,0,+
74261,61217,47711,13,201,1000,1,45,+,0,+,0,+
74262,61217,47711,13,197,1000,1,50,+,0,+,0,+
74263,61217,47711,13,319,1000,1,69,+,0,+,0,+
74264,61225,13082,13,425,1000,0,0,+,0,+,0,+
74265,61225,13082,13,201,1000,0,45,+,0,+,0,+
74266,61225,13082,13,324,1000,0,2,+,0,+,1,+
74267,61225,13082,13,197,1000,0,50,+,0,+,0,+
74268,61225,13082,13,63,1000,0,5,+,0,+,2,+
74269,61225,13082,13,325,1000,0,10,+,0,+,2,+
74270,61225,13082,13,319,1000,0,69,+,0,+,0,+
74271,61229,13092,13,425,1000,0,0,+,0,+,0,+
74272,61229,13092,13,201,1000,0,45,+,0,+,0,+
74273,61229,13092,13,324,1000,0,2,+,0,+,1,+
74274,61229,13092,13,197,1000,0,50,+,0,+,0,+
74275,61229,13092,13,63,1000,0,5,+,0,+,2,+
74276,61229,13092,13,325,1000,0,10,+,0,+,2,+
74277,61229,13092,13,319,1000,0,69,+,0,+,0,+
74278,61233,48444,13,425,1000,0,0,+,0,+,0,+
74279,61233,48444,13,324,1000,0,2,+,0,+,0,+
74280,61233,48444,13,325,1000,1,10,+,0,+,0,+
74281,61233,48444,13,201,1000,1,45,+,0,+,0,+
74282,61233,48444,13,197,998,1,50,+,0,+,0,+
74283,61233,48444,13,319,1000,1,69,+,0,+,0,+
74284,61238,48199,13,425,1000,0,0,+,0,+,0,+
74285,61238,48199,13,324,1000,0,2,+,0,+,0,+
74286,61238,48199,13,325,1000,0,10,+,0,+,0,+
74287,61238,48199,13,201,1000,0,45,+,0,+,0,+
74288,61238,48199,13,197,1000,0,50,+,0,+,0,+
74289,61238,48199,13,319,1000,0,69,+,0,+,0,+
