Group,Zip Code,Delivery Time,Package,Price
Maryland,21842,3day,50x38x1 7lb packages huge MOUNTED,29.90
Maryland,21842,2nd,50x38x1 7lb packages huge MOUNTED,34.61
Maryland,21842,nextday,50x38x1 7lb packages huge MOUNTED,67.10
Massachusetts Western,1060,ground,26x3x3 1lb packages poster,9.49
Massachusetts Western,1060,3day,26x3x3 1lb packages poster,11.29
Massachusetts Western,1060,2nd,26x3x3 1lb packages poster,11.96
Massachusetts Western,1060,nextday,26x3x3 1lb packages poster,25.14
Massachusetts Western,1060,ground,36x3x3 3lb packages poster,9.49
Massachusetts Western,1060,3day,36x3x3 3lb packages poster,11.29
Massachusetts Western,1060,2nd,36x3x3 3lb packages poster,11.97
Massachusetts Western,1060,nextday,36x3x3 3lb packages poster,28.74
Massachusetts Western,1060,ground,26x27x1 5lb packages small MOUNTED,9.48
Massachusetts Western,1060,3day,26x27x1 5lb packages small MOUNTED,11.29
Massachusetts Western,1060,2nd,26x27x1 5lb packages small MOUNTED,13.01
Massachusetts Western,1060,nextday,26x27x1 5lb packages small MOUNTED,31.74
Massachusetts Western,1060,ground,50x38x1 7lb packages huge MOUNTED,22.67
Massachusetts Western,1060,3day,50x38x1 7lb packages huge MOUNTED,29.90
Massachusetts Western,1060,2nd,50x38x1 7lb packages huge MOUNTED,34.61
Massachusetts Western,1060,nextday,50x38x1 7lb packages huge MOUNTED,67.10
Massachusetts Eastern,1930,ground,26x3x3 1lb packages poster,11.16
Massachusetts Eastern,1930,3day,26x3x3 1lb packages poster,13.03
Massachusetts Eastern,1930,2nd,26x3x3 1lb packages poster,13.71
Massachusetts Eastern,1930,nextday,26x3x3 1lb packages poster,26.89
Massachusetts Eastern,1930,ground,36x3x3 3lb packages poster,11.16
Massachusetts Eastern,1930,3day,36x3x3 3lb packages poster,13.03
Massachusetts Eastern,1930,2nd,36x3x3 3lb packages poster,13.71
Massachusetts Eastern,1930,nextday,36x3x3 3lb packages poster,30.48
Massachusetts Eastern,1930,ground,26x27x1 5lb packages small MOUNTED,11.16
Massachusetts Eastern,1930,3day,26x27x1 5lb packages small MOUNTED,13.03
Massachusetts Eastern,1930,2nd,26x27x1 5lb packages small MOUNTED,14.75
Massachusetts Eastern,1930,nextday,26x27x1 5lb packages small MOUNTED,33.49
Massachusetts Eastern,1930,ground,50x38x1 7lb packages huge MOUNTED,24.32
Massachusetts Eastern,1930,3day,50x38x1 7lb packages huge MOUNTED,31.66
Massachusetts Eastern,1930,2nd,50x38x1 7lb packages huge MOUNTED,36.36
Massachusetts Eastern,1930,nextday,50x38x1 7lb packages huge MOUNTED,68.84
Massachusetts Boston Area,2171,ground,26x3x3 1lb packages poster,9.49
Massachusetts Boston Area,2171,3day,26x3x3 1lb packages poster,11.29
Massachusetts Boston Area,2171,2nd,26x3x3 1lb packages poster,11.96
Massachusetts Boston Area,2171,nextday,26x3x3 1lb packages poster,25.14
Massachusetts Boston Area,2171,ground,36x3x3 3lb packages poster,9.49
Massachusetts Boston Area,2171,3day,36x3x3 3lb packages poster,11.29
Massachusetts Boston Area,2171,2nd,36x3x3 3lb packages poster,11.97
Massachusetts Boston Area,2171,nextday,36x3x3 3lb packages poster,28.74
Massachusetts Boston Area,2171,ground,26x27x1 5lb packages small MOUNTED,9.48
Massachusetts Boston Area,2171,3day,26x27x1 5lb packages small MOUNTED,11.29
Massachusetts Boston Area,2171,2nd,26x27x1 5lb packages small MOUNTED,13.01
Massachusetts Boston Area,2171,nextday,26x27x1 5lb packages small MOUNTED,31.74
Massachusetts Boston Area,2171,ground,50x38x1 7lb packages huge MOUNTED,22.67
Massachusetts Boston Area,2171,3day,50x38x1 7lb packages huge MOUNTED,29.90
Massachusetts Boston Area,2171,2nd,50x38x1 7lb packages huge MOUNTED,34.61
Massachusetts Boston Area,2171,nextday,50x38x1 7lb packages huge MOUNTED,67.10
District of Columbia DC,20024,ground,26x3x3 1lb packages poster,9.48
District of Columbia DC,20024,3day,26x3x3 1lb packages poster,11.29
District of Columbia DC,20024,2nd,26x3x3 1lb packages poster,11.96
District of Columbia DC,20024,nextday,26x3x3 1lb packages poster,22.82
District of Columbia DC,20024,ground,36x3x3 3lb packages poster,9.49
District of Columbia DC,20024,3day,36x3x3 3lb packages poster,11.29
District of Columbia DC,20024,2nd,36x3x3 3lb packages poster,11.96
District of Columbia DC,20024,nextday,36x3x3 3lb packages poster,25.27
District of Columbia DC,20024,ground,26x27x1 5lb packages small MOUNTED,9.48
District of Columbia DC,20024,3day,26x27x1 5lb packages small MOUNTED,11.29
District of Columbia DC,20024,2nd,26x27x1 5lb packages small MOUNTED,11.97
District of Columbia DC,20024,nextday,26x27x1 5lb packages small MOUNTED,28.87
District of Columbia DC,20024,ground,50x38x1 7lb packages huge MOUNTED,21.62
District of Columbia DC,20024,3day,50x38x1 7lb packages huge MOUNTED,24.82
District of Columbia DC,20024,2nd,50x38x1 7lb packages huge MOUNTED,27.05
District of Columbia DC,20024,nextday,50x38x1 7lb packages huge MOUNTED,57.82
New Jersey,7604,ground,26x3x3 1lb packages poster,9.49
New Jersey,7604,3day,26x3x3 1lb packages poster,11.29
New Jersey,7604,2nd,26x3x3 1lb packages poster,11.96
New Jersey,7604,nextday,26x3x3 1lb packages poster,25.14
New Jersey,7604,ground,36x3x3 3lb packages poster,9.49
New Jersey,7604,3day,36x3x3 3lb packages poster,11.29
New Jersey,7604,2nd,36x3x3 3lb packages poster,11.97
New Jersey,7604,nextday,36x3x3 3lb packages poster,28.74
New Jersey,7604,ground,26x27x1 5lb packages small MOUNTED,9.48
New Jersey,7604,3day,26x27x1 5lb packages small MOUNTED,11.29
New Jersey,7604,2nd,26x27x1 5lb packages small MOUNTED,13.01
New Jersey,7604,nextday,26x27x1 5lb packages small MOUNTED,31.74
New Jersey,7604,ground,50x38x1 7lb packages huge MOUNTED,22.67
New Jersey,7604,3day,50x38x1 7lb packages huge MOUNTED,29.90
New Jersey,7604,2nd,50x38x1 7lb packages huge MOUNTED,34.61
New Jersey,7604,nextday,50x38x1 7lb packages huge MOUNTED,67.10
New York NYC LONG ISLAND,11968,ground,26x3x3 1lb packages poster,11.16
New York NYC LONG ISLAND,11968,3day,26x3x3 1lb packages poster,13.03
New York NYC LONG ISLAND,11968,2nd,26x3x3 1lb packages poster,13.71
New York NYC LONG ISLAND,11968,nextday,26x3x3 1lb packages poster,26.89
New York NYC LONG ISLAND,11968,ground,36x3x3 3lb packages poster,11.16
New York NYC LONG ISLAND,11968,3day,36x3x3 3lb packages poster,13.03
New York NYC LONG ISLAND,11968,2nd,36x3x3 3lb packages poster,13.71
New York NYC LONG ISLAND,11968,nextday,36x3x3 3lb packages poster,30.48
New York NYC LONG ISLAND,11968,ground,26x27x1 5lb packages small MOUNTED,11.16
New York NYC LONG ISLAND,11968,3day,26x27x1 5lb packages small MOUNTED,13.03
New York NYC LONG ISLAND,11968,2nd,26x27x1 5lb packages small MOUNTED,14.75
New York NYC LONG ISLAND,11968,nextday,26x27x1 5lb packages small MOUNTED,33.49
New York NYC LONG ISLAND,11968,ground,50x38x1 7lb packages huge MOUNTED,24.32
New York NYC LONG ISLAND,11968,3day,50x38x1 7lb packages huge MOUNTED,31.66
New York NYC LONG ISLAND,11968,2nd,50x38x1 7lb packages huge MOUNTED,36.36
New York NYC LONG ISLAND,11968,nextday,50x38x1 7lb packages huge MOUNTED,68.84
New York Central,11101,ground,26x3x3 1lb packages poster,9.49
New York Central,11101,3day,26x3x3 1lb packages poster,11.29
New York Central,11101,2nd,26x3x3 1lb packages poster,11.96
New York Central,11101,nextday,26x3x3 1lb packages poster,25.14
New York Central,11101,ground,36x3x3 3lb packages poster,9.49
New York Central,11101,3day,36x3x3 3lb packages poster,11.29
New York Central,11101,2nd,36x3x3 3lb packages poster,11.97
New York Central,11101,nextday,36x3x3 3lb packages poster,28.74
New York Central,11101,ground,26x27x1 5lb packages small MOUNTED,9.48
New York Central,11101,3day,26x27x1 5lb packages small MOUNTED,11.29
New York Central,11101,2nd,26x27x1 5lb packages small MOUNTED,13.01
New York Central,11101,nextday,26x27x1 5lb packages small MOUNTED,31.74
New York Central,11101,ground,50x38x1 7lb packages huge MOUNTED,22.67
New York Central,11101,3day,50x38x1 7lb packages huge MOUNTED,29.90
New York Central,11101,2nd,50x38x1 7lb packages huge MOUNTED,34.61
New York Central,11101,nextday,50x38x1 7lb packages huge MOUNTED,67.10
New York Northern,10977,ground,26x3x3 1lb packages poster,9.49
New York Northern,10977,3day,26x3x3 1lb packages poster,11.29
New York Northern,10977,2nd,26x3x3 1lb packages poster,11.96
New York Northern,10977,nextday,26x3x3 1lb packages poster,25.14
New York Northern,10977,ground,36x3x3 3lb packages poster,9.49
New York Northern,10977,3day,36x3x3 3lb packages poster,11.29
New York Northern,10977,2nd,36x3x3 3lb packages poster,11.97
New York Northern,10977,nextday,36x3x3 3lb packages poster,28.74
New York Northern,10977,ground,26x27x1 5lb packages small MOUNTED,9.48
New York Northern,10977,3day,26x27x1 5lb packages small MOUNTED,11.29
New York Northern,10977,2nd,26x27x1 5lb packages small MOUNTED,13.01
New York Northern,10977,nextday,26x27x1 5lb packages small MOUNTED,31.74
New York Northern,10977,ground,50x38x1 7lb packages huge MOUNTED,22.67
New York Northern,10977,3day,50x38x1 7lb packages huge MOUNTED,29.90
New York Northern,10977,2nd,50x38x1 7lb packages huge MOUNTED,34.61
New York Northern,10977,nextday,50x38x1 7lb packages huge MOUNTED,67.10
New York Western,10025,ground,26x3x3 1lb packages poster,9.49
New York Western,10025,3day,26x3x3 1lb packages poster,11.29
New York Western,10025,2nd,26x3x3 1lb packages poster,11.96
New York Western,10025,nextday,26x3x3 1lb packages poster,25.14
New York Western,10025,ground,36x3x3 3lb packages poster,9.49
New York Western,10025,3day,36x3x3 3lb packages poster,11.29
New York Western,10025,2nd,36x3x3 3lb packages poster,11.97
New York Western,10025,nextday,36x3x3 3lb packages poster,28.74
New York Western,10025,ground,26x27x1 5lb packages small MOUNTED,9.48
New York Western,10025,3day,26x27x1 5lb packages small MOUNTED,11.29
New York Western,10025,2nd,26x27x1 5lb packages small MOUNTED,13.01
New York Western,10025,nextday,26x27x1 5lb packages small MOUNTED,31.74
New York Western,10025,ground,50x38x1 7lb packages huge MOUNTED,22.67
New York Western,10025,3day,50x38x1 7lb packages huge MOUNTED,29.90
New York Western,10025,2nd,50x38x1 7lb packages huge MOUNTED,34.61
New York Western,10025,nextday,50x38x1 7lb packages huge MOUNTED,67.10
North Carolina Central,27312,ground,26x3x3 1lb packages poster,11.16
North Carolina Central,27312,3day,26x3x3 1lb packages poster,13.03
North Carolina Central,27312,2nd,26x3x3 1lb packages poster,13.71
North Carolina Central,27312,nextday,26x3x3 1lb packages poster,24.56
North Carolina Central,27312,ground,36x3x3 3lb packages poster,11.16
North Carolina Central,27312,3day,36x3x3 3lb packages poster,13.03
North Carolina Central,27312,2nd,36x3x3 3lb packages poster,13.71
North Carolina Central,27312,nextday,36x3x3 3lb packages poster,27.01
North Carolina Central,27312,ground,26x27x1 5lb packages small MOUNTED,11.16
North Carolina Central,27312,3day,26x27x1 5lb packages small MOUNTED,13.03
North Carolina Central,27312,2nd,26x27x1 5lb packages small MOUNTED,13.71
North Carolina Central,27312,nextday,26x27x1 5lb packages small MOUNTED,30.61
North Carolina Central,27312,ground,50x38x1 7lb packages huge MOUNTED,23.26
North Carolina Central,27312,3day,50x38x1 7lb packages huge MOUNTED,26.58
North Carolina Central,27312,2nd,50x38x1 7lb packages huge MOUNTED,28.81
North Carolina Central,27312,nextday,50x38x1 7lb packages huge MOUNTED,59.57
North Carolina Eastern,27610,ground,26x3x3 1lb packages poster,9.49
North Carolina Eastern,27610,3day,26x3x3 1lb packages poster,11.29
North Carolina Eastern,27610,2nd,26x3x3 1lb packages poster,11.96
North Carolina Eastern,27610,nextday,26x3x3 1lb packages poster,25.14
North Carolina Eastern,27610,ground,36x3x3 3lb packages poster,9.49
North Carolina Eastern,27610,3day,36x3x3 3lb packages poster,11.29
North Carolina Eastern,27610,2nd,36x3x3 3lb packages poster,11.97
North Carolina Eastern,27610,nextday,36x3x3 3lb packages poster,28.74
North Carolina Eastern,27610,ground,26x27x1 5lb packages small MOUNTED,9.48
North Carolina Eastern,27610,3day,26x27x1 5lb packages small MOUNTED,11.29
North Carolina Eastern,27610,2nd,26x27x1 5lb packages small MOUNTED,13.01
North Carolina Eastern,27610,nextday,26x27x1 5lb packages small MOUNTED,31.74
North Carolina Eastern,27610,ground,50x38x1 7lb packages huge MOUNTED,22.67
North Carolina Eastern,27610,3day,50x38x1 7lb packages huge MOUNTED,29.90
North Carolina Eastern,27610,2nd,50x38x1 7lb packages huge MOUNTED,34.61
North Carolina Eastern,27610,nextday,50x38x1 7lb packages huge MOUNTED,67.10
North Carolina Western,27205,ground,26x3x3 1lb packages poster,11.16
North Carolina Western,27205,3day,26x3x3 1lb packages poster,13.03
North Carolina Western,27205,2nd,26x3x3 1lb packages poster,13.71
North Carolina Western,27205,nextday,26x3x3 1lb packages poster,24.56
North Carolina Western,27205,ground,36x3x3 3lb packages poster,11.16
North Carolina Western,27205,3day,36x3x3 3lb packages poster,13.03
North Carolina Western,27205,2nd,36x3x3 3lb packages poster,13.71
North Carolina Western,27205,nextday,36x3x3 3lb packages poster,27.01
North Carolina Western,27205,ground,26x27x1 5lb packages small MOUNTED,11.16
North Carolina Western,27205,3day,26x27x1 5lb packages small MOUNTED,13.03
North Carolina Western,27205,2nd,26x27x1 5lb packages small MOUNTED,13.71
North Carolina Western,27205,nextday,26x27x1 5lb packages small MOUNTED,30.61
North Carolina Western,27205,ground,50x38x1 7lb packages huge MOUNTED,23.26
North Carolina Western,27205,3day,50x38x1 7lb packages huge MOUNTED,26.58
North Carolina Western,27205,2nd,50x38x1 7lb packages huge MOUNTED,28.81
North Carolina Western,27205,nextday,50x38x1 7lb packages huge MOUNTED,59.57
West Virginia,25428,ground,26x3x3 1lb packages poster,9.48
West Virginia,25428,3day,26x3x3 1lb packages poster,11.29
West Virginia,25428,2nd,26x3x3 1lb packages poster,11.96
West Virginia,25428,nextday,26x3x3 1lb packages poster,22.82
West Virginia,25428,ground,36x3x3 3lb packages poster,9.49
West Virginia,25428,3day,36x3x3 3lb packages poster,11.29
West Virginia,25428,2nd,36x3x3 3lb packages poster,11.96
West Virginia,25428,nextday,36x3x3 3lb packages poster,25.27
West Virginia,25428,ground,26x27x1 5lb packages small MOUNTED,9.48
West Virginia,25428,3day,26x27x1 5lb packages small MOUNTED,11.29
West Virginia,25428,2nd,26x27x1 5lb packages small MOUNTED,11.97
West Virginia,25428,nextday,26x27x1 5lb packages small MOUNTED,28.87
West Virginia,25428,ground,50x38x1 7lb packages huge MOUNTED,21.62
West Virginia,25428,3day,50x38x1 7lb packages huge MOUNTED,24.82
West Virginia,25428,2nd,50x38x1 7lb packages huge MOUNTED,27.05
West Virginia,25428,nextday,50x38x1 7lb packages huge MOUNTED,57.82
Hawaii,96766,ground,26x3x3 1lb packages poster,29.88
Hawaii,96766,3day,26x3x3 1lb packages poster,N/A
Hawaii,96766,2nd,26x3x3 1lb packages poster,36.23
Hawaii,96766,nextday,26x3x3 1lb packages poster,40.02
Hawaii,96766,ground,36x3x3 3lb packages poster,30.96
Hawaii,96766,3day,36x3x3 3lb packages poster,N/A
Hawaii,96766,2nd,36x3x3 3lb packages poster,38.2
Hawaii,96766,nextday,36x3x3 3lb packages poster,48.07
Hawaii,96766,ground,26x27x1 5lb packages small MOUNTED,33.12
Hawaii,96766,3day,26x27x1 5lb packages small MOUNTED,N/A
Hawaii,96766,2nd,26x27x1 5lb packages small MOUNTED,43.2
Hawaii,96766,nextday,26x27x1 5lb packages small MOUNTED,56.7
Hawaii,96766,ground,50x38x1 7lb packages huge MOUNTED,56.19
Hawaii,96766,3day,50x38x1 7lb packages huge MOUNTED,N/A
Hawaii,96766,2nd,50x38x1 7lb packages huge MOUNTED,65.19
Hawaii,96766,nextday,50x38x1 7lb packages huge MOUNTED,93.09
South Dakota Eastern,57325,ground,26x3x3 1lb packages poster,11.49
South Dakota Eastern,57325,3day,26x3x3 1lb packages poster,13.35
South Dakota Eastern,57325,2nd,26x3x3 1lb packages poster,14.03
South Dakota Eastern,57325,nextday,26x3x3 1lb packages poster,24.89
South Dakota Eastern,57325,ground,36x3x3 3lb packages poster,11.49
South Dakota Eastern,57325,3day,36x3x3 3lb packages poster,13.35
South Dakota Eastern,57325,2nd,36x3x3 3lb packages poster,14.03
South Dakota Eastern,57325,nextday,36x3x3 3lb packages poster,27.34
South Dakota Eastern,57325,ground,26x27x1 5lb packages small MOUNTED,11.49
South Dakota Eastern,57325,3day,26x27x1 5lb packages small MOUNTED,13.35
South Dakota Eastern,57325,2nd,26x27x1 5lb packages small MOUNTED,14.03
South Dakota Eastern,57325,nextday,26x27x1 5lb packages small MOUNTED,30.93
South Dakota Eastern,57325,ground,50x38x1 7lb packages huge MOUNTED,23.58
South Dakota Eastern,57325,3day,50x38x1 7lb packages huge MOUNTED,26.90
South Dakota Eastern,57325,2nd,50x38x1 7lb packages huge MOUNTED,29.13
South Dakota Eastern,57325,nextday,50x38x1 7lb packages huge MOUNTED,59.89
South Dakota Western,57701,ground,26x3x3 1lb packages poster,9.49
South Dakota Western,57701,3day,26x3x3 1lb packages poster,11.29
South Dakota Western,57701,2nd,26x3x3 1lb packages poster,11.96
South Dakota Western,57701,nextday,26x3x3 1lb packages poster,25.14
South Dakota Western,57701,ground,36x3x3 3lb packages poster,9.49
South Dakota Western,57701,3day,36x3x3 3lb packages poster,11.29
South Dakota Western,57701,2nd,36x3x3 3lb packages poster,11.97
South Dakota Western,57701,nextday,36x3x3 3lb packages poster,28.74
South Dakota Western,57701,ground,26x27x1 5lb packages small MOUNTED,9.48
South Dakota Western,57701,3day,26x27x1 5lb packages small MOUNTED,11.29
South Dakota Western,57701,2nd,26x27x1 5lb packages small MOUNTED,13.01
South Dakota Western,57701,nextday,26x27x1 5lb packages small MOUNTED,31.74
South Dakota Western,57701,ground,50x38x1 7lb packages huge MOUNTED,22.67
South Dakota Western,57701,3day,50x38x1 7lb packages huge MOUNTED,29.90
South Dakota Western,57701,2nd,50x38x1 7lb packages huge MOUNTED,34.61
South Dakota Western,57701,nextday,50x38x1 7lb packages huge MOUNTED,67.10
Kansas,67901,ground,26x3x3 1lb packages poster,11.16
Kansas,67901,3day,26x3x3 1lb packages poster,13.03
Kansas,67901,2nd,26x3x3 1lb packages poster,13.71
Kansas,67901,nextday,26x3x3 1lb packages poster,26.89
Kansas,67901,ground,36x3x3 3lb packages poster,11.16
Kansas,67901,3day,36x3x3 3lb packages poster,13.03
Kansas,67901,2nd,36x3x3 3lb packages poster,13.71
Kansas,67901,nextday,36x3x3 3lb packages poster,30.48
Kansas,67901,ground,26x27x1 5lb packages small MOUNTED,11.16
Kansas,67901,3day,26x27x1 5lb packages small MOUNTED,13.03
Kansas,67901,2nd,26x27x1 5lb packages small MOUNTED,14.75
Kansas,67901,nextday,26x27x1 5lb packages small MOUNTED,33.49
Kansas,67901,ground,50x38x1 7lb packages huge MOUNTED,24.32
Kansas,67901,3day,50x38x1 7lb packages huge MOUNTED,31.66
Kansas,67901,2nd,50x38x1 7lb packages huge MOUNTED,36.36
Kansas,67901,nextday,50x38x1 7lb packages huge MOUNTED,68.84
Iowa Central,50266,ground,26x3x3 1lb packages poster,9.48
Iowa Central,50266,3day,26x3x3 1lb packages poster,11.29
Iowa Central,50266,2nd,26x3x3 1lb packages poster,11.96
Iowa Central,50266,nextday,26x3x3 1lb packages poster,15.92
Iowa Central,50266,ground,36x3x3 3lb packages poster,9.48
Iowa Central,50266,3day,36x3x3 3lb packages poster,11.28
Iowa Central,50266,2nd,36x3x3 3lb packages poster,11.96
Iowa Central,50266,nextday,36x3x3 3lb packages poster,17.66
Iowa Central,50266,ground,26x27x1 5lb packages small MOUNTED,9.48
Iowa Central,50266,3day,26x27x1 5lb packages small MOUNTED,11.29
Iowa Central,50266,2nd,26x27x1 5lb packages small MOUNTED,11.97
Iowa Central,50266,nextday,26x27x1 5lb packages small MOUNTED,18.15
Iowa Central,50266,ground,50x38x1 7lb packages huge MOUNTED,21.67
Iowa Central,50266,3day,50x38x1 7lb packages huge MOUNTED,23.27
Iowa Central,50266,2nd,50x38x1 7lb packages huge MOUNTED,24.09
Iowa Central,50266,nextday,50x38x1 7lb packages huge MOUNTED,37.90
Iowa Northwestern,51012,ground,26x3x3 1lb packages poster,11.49
Iowa Northwestern,51012,3day,26x3x3 1lb packages poster,13.35
Iowa Northwestern,51012,2nd,26x3x3 1lb packages poster,14.03
Iowa Northwestern,51012,nextday,26x3x3 1lb packages poster,24.89
Iowa Northwestern,51012,ground,36x3x3 3lb packages poster,11.49
Iowa Northwestern,51012,3day,36x3x3 3lb packages poster,13.35
Iowa Northwestern,51012,2nd,36x3x3 3lb packages poster,14.03
Iowa Northwestern,51012,nextday,36x3x3 3lb packages poster,27.34
Iowa Northwestern,51012,ground,26x27x1 5lb packages small MOUNTED,11.49
Iowa Northwestern,51012,3day,26x27x1 5lb packages small MOUNTED,13.35
Iowa Northwestern,51012,2nd,26x27x1 5lb packages small MOUNTED,14.03
Iowa Northwestern,51012,nextday,26x27x1 5lb packages small MOUNTED,30.93
Iowa Northwestern,51012,ground,50x38x1 7lb packages huge MOUNTED,23.58
Iowa Northwestern,51012,3day,50x38x1 7lb packages huge MOUNTED,26.90
Iowa Northwestern,51012,2nd,50x38x1 7lb packages huge MOUNTED,29.13
Iowa Northwestern,51012,nextday,50x38x1 7lb packages huge MOUNTED,59.89
Minnesota Northern,56701,ground,26x3x3 1lb packages poster,9.48
Minnesota Northern,56701,3day,26x3x3 1lb packages poster,11.29
Minnesota Northern,56701,2nd,26x3x3 1lb packages poster,11.96
Minnesota Northern,56701,nextday,26x3x3 1lb packages poster,22.82
Minnesota Northern,56701,ground,36x3x3 3lb packages poster,9.49
Minnesota Northern,56701,3day,36x3x3 3lb packages poster,11.29
Minnesota Northern,56701,2nd,36x3x3 3lb packages poster,11.96
Minnesota Northern,56701,nextday,36x3x3 3lb packages poster,25.27
Minnesota Northern,56701,ground,26x27x1 5lb packages small MOUNTED,9.48
Minnesota Northern,56701,3day,26x27x1 5lb packages small MOUNTED,11.29
Minnesota Northern,56701,2nd,26x27x1 5lb packages small MOUNTED,11.97
Minnesota Northern,56701,nextday,26x27x1 5lb packages small MOUNTED,28.87
Minnesota Northern,56701,ground,50x38x1 7lb packages huge MOUNTED,21.62
Minnesota Northern,56701,3day,50x38x1 7lb packages huge MOUNTED,24.82
Minnesota Northern,56701,2nd,50x38x1 7lb packages huge MOUNTED,27.05
Minnesota Northern,56701,nextday,50x38x1 7lb packages huge MOUNTED,57.82
Minnesota Southern,56031,ground,26x3x3 1lb packages poster,11.16
Minnesota Southern,56031,3day,26x3x3 1lb packages poster,13.03
Minnesota Southern,56031,2nd,26x3x3 1lb packages poster,13.71
Minnesota Southern,56031,nextday,26x3x3 1lb packages poster,24.56
Minnesota Southern,56031,ground,36x3x3 3lb packages poster,11.16
Minnesota Southern,56031,3day,36x3x3 3lb packages poster,13.03
Minnesota Southern,56031,2nd,36x3x3 3lb packages poster,13.71
Minnesota Southern,56031,nextday,36x3x3 3lb packages poster,27.01
Minnesota Southern,56031,ground,26x27x1 5lb packages small MOUNTED,11.16
Minnesota Southern,56031,3day,26x27x1 5lb packages small MOUNTED,13.03
Minnesota Southern,56031,2nd,26x27x1 5lb packages small MOUNTED,13.71
Minnesota Southern,56031,nextday,26x27x1 5lb packages small MOUNTED,30.61
Minnesota Southern,56031,ground,50x38x1 7lb packages huge MOUNTED,23.26
Minnesota Southern,56031,3day,50x38x1 7lb packages huge MOUNTED,26.58
Minnesota Southern,56031,2nd,50x38x1 7lb packages huge MOUNTED,28.81
Minnesota Southern,56031,nextday,50x38x1 7lb packages huge MOUNTED,59.57
Missouri Northern,65109,ground,26x3x3 1lb packages poster,9.48
Missouri Northern,65109,3day,26x3x3 1lb packages poster,11.29
Missouri Northern,65109,2nd,26x3x3 1lb packages poster,11.96
Missouri Northern,65109,nextday,26x3x3 1lb packages poster,15.92
Missouri Northern,65109,ground,36x3x3 3lb packages poster,9.48
Missouri Northern,65109,3day,36x3x3 3lb packages poster,11.28
Missouri Northern,65109,2nd,36x3x3 3lb packages poster,11.96
Missouri Northern,65109,nextday,36x3x3 3lb packages poster,17.66
Missouri Northern,65109,ground,26x27x1 5lb packages small MOUNTED,9.48
Missouri Northern,65109,3day,26x27x1 5lb packages small MOUNTED,11.29
Missouri Northern,65109,2nd,26x27x1 5lb packages small MOUNTED,11.97
Missouri Northern,65109,nextday,26x27x1 5lb packages small MOUNTED,18.15
Missouri Northern,65109,ground,50x38x1 7lb packages huge MOUNTED,21.67
Missouri Northern,65109,3day,50x38x1 7lb packages huge MOUNTED,23.27
Missouri Northern,65109,2nd,50x38x1 7lb packages huge MOUNTED,24.09
Missouri Northern,65109,nextday,50x38x1 7lb packages huge MOUNTED,37.90
Missouri Southern,65775,ground,26x3x3 1lb packages poster,11.49
Missouri Southern,65775,3day,26x3x3 1lb packages poster,13.35
Missouri Southern,65775,2nd,26x3x3 1lb packages poster,14.03
Missouri Southern,65775,nextday,26x3x3 1lb packages poster,24.89
Missouri Southern,65775,ground,36x3x3 3lb packages poster,11.49
Missouri Southern,65775,3day,36x3x3 3lb packages poster,13.35
Missouri Southern,65775,2nd,36x3x3 3lb packages poster,14.03
Missouri Southern,65775,nextday,36x3x3 3lb packages poster,27.34
Missouri Southern,65775,ground,26x27x1 5lb packages small MOUNTED,11.49
Missouri Southern,65775,3day,26x27x1 5lb packages small MOUNTED,13.35
Missouri Southern,65775,2nd,26x27x1 5lb packages small MOUNTED,14.03
Missouri Southern,65775,nextday,26x27x1 5lb packages small MOUNTED,30.93
Missouri Southern,65775,ground,50x38x1 7lb packages huge MOUNTED,23.58
Missouri Southern,65775,3day,50x38x1 7lb packages huge MOUNTED,26.90
Missouri Southern,65775,2nd,50x38x1 7lb packages huge MOUNTED,29.13
Missouri Southern,65775,nextday,50x38x1 7lb packages huge MOUNTED,59.89
North Dakota Western,58801,ground,26x3x3 1lb packages poster,11.16
North Dakota Western,58801,3day,26x3x3 1lb packages poster,13.03
North Dakota Western,58801,2nd,26x3x3 1lb packages poster,13.71
North Dakota Western,58801,nextday,26x3x3 1lb packages poster,26.89
North Dakota Western,58801,ground,36x3x3 3lb packages poster,11.16
North Dakota Western,58801,3day,36x3x3 3lb packages poster,13.03
North Dakota Western,58801,2nd,36x3x3 3lb packages poster,13.71
North Dakota Western,58801,nextday,36x3x3 3lb packages poster,30.48
North Dakota Western,58801,ground,26x27x1 5lb packages small MOUNTED,11.16
North Dakota Western,58801,3day,26x27x1 5lb packages small MOUNTED,13.03
North Dakota Western,58801,2nd,26x27x1 5lb packages small MOUNTED,14.75
North Dakota Western,58801,nextday,26x27x1 5lb packages small MOUNTED,33.49
North Dakota Western,58801,ground,50x38x1 7lb packages huge MOUNTED,24.32
North Dakota Western,58801,3day,50x38x1 7lb packages huge MOUNTED,31.66
North Dakota Western,58801,2nd,50x38x1 7lb packages huge MOUNTED,36.36
North Dakota Western,58801,nextday,50x38x1 7lb packages huge MOUNTED,68.84
North Dakota Eastern,58075,ground,26x3x3 1lb packages poster,11.16
North Dakota Eastern,58075,3day,26x3x3 1lb packages poster,13.03
North Dakota Eastern,58075,2nd,26x3x3 1lb packages poster,13.71
North Dakota Eastern,58075,nextday,26x3x3 1lb packages poster,24.56
North Dakota Eastern,58075,ground,36x3x3 3lb packages poster,11.16
North Dakota Eastern,58075,3day,36x3x3 3lb packages poster,13.03
North Dakota Eastern,58075,2nd,36x3x3 3lb packages poster,13.71
