Group,Zip Code,Delivery Time,Package,Price
North Dakota Eastern,58075,nextday,36x3x3 3lb packages poster,27.01
North Dakota Eastern,58075,ground,26x27x1 5lb packages small MOUNTED,11.16
North Dakota Eastern,58075,3day,26x27x1 5lb packages small MOUNTED,13.03
North Dakota Eastern,58075,2nd,26x27x1 5lb packages small MOUNTED,13.71
North Dakota Eastern,58075,nextday,26x27x1 5lb packages small MOUNTED,30.61
North Dakota Eastern,58075,ground,50x38x1 7lb packages huge MOUNTED,23.26
North Dakota Eastern,58075,3day,50x38x1 7lb packages huge MOUNTED,26.58
North Dakota Eastern,58075,2nd,50x38x1 7lb packages huge MOUNTED,28.81
North Dakota Eastern,58075,nextday,50x38x1 7lb packages huge MOUNTED,59.57
Indiana,46774,ground,26x3x3 1lb packages poster,9.49
Indiana,46774,3day,26x3x3 1lb packages poster,11.29
Indiana,46774,2nd,26x3x3 1lb packages poster,11.96
Indiana,46774,nextday,26x3x3 1lb packages poster,15.52
Indiana,46774,ground,36x3x3 3lb packages poster,9.49
Indiana,46774,3day,36x3x3 3lb packages poster,11.29
Indiana,46774,2nd,36x3x3 3lb packages poster,11.96
Indiana,46774,nextday,36x3x3 3lb packages poster,15.52
Indiana,46774,ground,26x27x1 5lb packages small MOUNTED,9.48
Indiana,46774,3day,26x27x1 5lb packages small MOUNTED,11.29
Indiana,46774,2nd,26x27x1 5lb packages small MOUNTED,11.97
Indiana,46774,nextday,26x27x1 5lb packages small MOUNTED,15.52
Indiana,46774,ground,50x38x1 7lb packages huge MOUNTED,21.16
Indiana,46774,3day,50x38x1 7lb packages huge MOUNTED,22.59
Indiana,46774,2nd,50x38x1 7lb packages huge MOUNTED,23.16
Indiana,46774,nextday,50x38x1 7lb packages huge MOUNTED,29.59
Illinois,61443,ground,26x3x3 1lb packages poster,11.16
Illinois,61443,3day,26x3x3 1lb packages poster,13.03
Illinois,61443,2nd,26x3x3 1lb packages poster,13.71
Illinois,61443,nextday,26x3x3 1lb packages poster,17.26
Illinois,61443,ground,36x3x3 3lb packages poster,11.16
Illinois,61443,3day,36x3x3 3lb packages poster,13.03
Illinois,61443,2nd,36x3x3 3lb packages poster,13.70
Illinois,61443,nextday,36x3x3 3lb packages poster,17.26
Illinois,61443,ground,26x27x1 5lb packages small MOUNTED,11.16
Illinois,61443,3day,26x27x1 5lb packages small MOUNTED,13.03
Illinois,61443,2nd,26x27x1 5lb packages small MOUNTED,13.71
Illinois,61443,nextday,26x27x1 5lb packages small MOUNTED,17.26
Illinois,61443,ground,50x38x1 7lb packages huge MOUNTED,22.78
Illinois,61443,3day,50x38x1 7lb packages huge MOUNTED,24.33
Illinois,61443,2nd,50x38x1 7lb packages huge MOUNTED,24.91
Illinois,61443,nextday,50x38x1 7lb packages huge MOUNTED,31.34
Michigan,49601,ground,26x3x3 1lb packages poster,11.16
Michigan,49601,3day,26x3x3 1lb packages poster,13.03
Michigan,49601,2nd,26x3x3 1lb packages poster,13.71
Michigan,49601,nextday,26x3x3 1lb packages poster,17.66
Michigan,49601,ground,36x3x3 3lb packages poster,11.16
Michigan,49601,3day,36x3x3 3lb packages poster,13.03
Michigan,49601,2nd,36x3x3 3lb packages poster,13.71
Michigan,49601,nextday,36x3x3 3lb packages poster,19.40
Michigan,49601,ground,26x27x1 5lb packages small MOUNTED,11.16
Michigan,49601,3day,26x27x1 5lb packages small MOUNTED,13.03
Michigan,49601,2nd,26x27x1 5lb packages small MOUNTED,13.71
Michigan,49601,nextday,26x27x1 5lb packages small MOUNTED,19.89
Michigan,49601,ground,50x38x1 7lb packages huge MOUNTED,23.30
Michigan,49601,3day,50x38x1 7lb packages huge MOUNTED,25.02
Michigan,49601,2nd,50x38x1 7lb packages huge MOUNTED,25.85
Michigan,49601,nextday,50x38x1 7lb packages huge MOUNTED,39.65
Wisconsin,54455,ground,26x3x3 1lb packages poster,11.16
Wisconsin,54455,3day,26x3x3 1lb packages poster,13.03
Wisconsin,54455,2nd,26x3x3 1lb packages poster,13.71
Wisconsin,54455,nextday,26x3x3 1lb packages poster,17.66
Wisconsin,54455,ground,36x3x3 3lb packages poster,11.16
Wisconsin,54455,3day,36x3x3 3lb packages poster,13.03
Wisconsin,54455,2nd,36x3x3 3lb packages poster,13.71
Wisconsin,54455,nextday,36x3x3 3lb packages poster,19.40
Wisconsin,54455,ground,26x27x1 5lb packages small MOUNTED,11.16
Wisconsin,54455,3day,26x27x1 5lb packages small MOUNTED,13.03
Wisconsin,54455,2nd,26x27x1 5lb packages small MOUNTED,13.71
Wisconsin,54455,nextday,26x27x1 5lb packages small MOUNTED,19.89
Wisconsin,54455,ground,50x38x1 7lb packages huge MOUNTED,23.30
Wisconsin,54455,3day,50x38x1 7lb packages huge MOUNTED,25.02
Wisconsin,54455,2nd,50x38x1 7lb packages huge MOUNTED,25.85
Wisconsin,54455,nextday,50x38x1 7lb packages huge MOUNTED,39.65
Ohio,43920,ground,26x3x3 1lb packages poster,11.16
Ohio,43920,3day,26x3x3 1lb packages poster,13.03
Ohio,43920,2nd,26x3x3 1lb packages poster,13.71
Ohio,43920,nextday,26x3x3 1lb packages poster,24.56
Ohio,43920,ground,36x3x3 3lb packages poster,11.16
Ohio,43920,3day,36x3x3 3lb packages poster,13.03
Ohio,43920,2nd,36x3x3 3lb packages poster,13.71
Ohio,43920,nextday,36x3x3 3lb packages poster,27.01
Ohio,43920,ground,26x27x1 5lb packages small MOUNTED,11.16
Ohio,43920,3day,26x27x1 5lb packages small MOUNTED,13.03
Ohio,43920,2nd,26x27x1 5lb packages small MOUNTED,13.71
Ohio,43920,nextday,26x27x1 5lb packages small MOUNTED,30.61
Ohio,43920,ground,50x38x1 7lb packages huge MOUNTED,23.26
Ohio,43920,3day,50x38x1 7lb packages huge MOUNTED,26.58
Ohio,43920,2nd,50x38x1 7lb packages huge MOUNTED,28.81
Ohio,43920,nextday,50x38x1 7lb packages huge MOUNTED,59.57
Tennessee Western,38363,ground,26x3x3 1lb packages poster,11.49
Tennessee Western,38363,3day,26x3x3 1lb packages poster,13.35
Tennessee Western,38363,2nd,26x3x3 1lb packages poster,14.03
Tennessee Western,38363,nextday,26x3x3 1lb packages poster,24.89
Tennessee Western,38363,ground,36x3x3 3lb packages poster,11.49
Tennessee Western,38363,3day,36x3x3 3lb packages poster,13.35
Tennessee Western,38363,2nd,36x3x3 3lb packages poster,14.03
Tennessee Western,38363,nextday,36x3x3 3lb packages poster,27.34
Tennessee Western,38363,ground,26x27x1 5lb packages small MOUNTED,11.49
Tennessee Western,38363,3day,26x27x1 5lb packages small MOUNTED,13.35
Tennessee Western,38363,2nd,26x27x1 5lb packages small MOUNTED,14.03
Tennessee Western,38363,nextday,26x27x1 5lb packages small MOUNTED,30.93
Tennessee Western,38363,ground,50x38x1 7lb packages huge MOUNTED,23.58
Tennessee Western,38363,3day,50x38x1 7lb packages huge MOUNTED,26.90
Tennessee Western,38363,2nd,50x38x1 7lb packages huge MOUNTED,29.13
Tennessee Western,38363,nextday,50x38x1 7lb packages huge MOUNTED,59.89
Tennessee Eastern,37617,ground,26x3x3 1lb packages poster,11.49
Tennessee Eastern,37617,3day,26x3x3 1lb packages poster,13.35
Tennessee Eastern,37617,2nd,26x3x3 1lb packages poster,14.03
Tennessee Eastern,37617,nextday,26x3x3 1lb packages poster,24.89
Tennessee Eastern,37617,ground,36x3x3 3lb packages poster,11.49
Tennessee Eastern,37617,3day,36x3x3 3lb packages poster,13.35
Tennessee Eastern,37617,2nd,36x3x3 3lb packages poster,14.03
Tennessee Eastern,37617,nextday,36x3x3 3lb packages poster,27.34
Tennessee Eastern,37617,ground,26x27x1 5lb packages small MOUNTED,11.49
Tennessee Eastern,37617,3day,26x27x1 5lb packages small MOUNTED,13.35
Tennessee Eastern,37617,2nd,26x27x1 5lb packages small MOUNTED,14.03
Tennessee Eastern,37617,nextday,26x27x1 5lb packages small MOUNTED,30.93
Tennessee Eastern,37617,ground,50x38x1 7lb packages huge MOUNTED,23.58
Tennessee Eastern,37617,3day,50x38x1 7lb packages huge MOUNTED,26.90
Tennessee Eastern,37617,2nd,50x38x1 7lb packages huge MOUNTED,29.13
Tennessee Eastern,37617,nextday,50x38x1 7lb packages huge MOUNTED,59.89
Kentucky Western,42303,ground,26x3x3 1lb packages poster,9.48
Kentucky Western,42303,3day,26x3x3 1lb packages poster,11.29
Kentucky Western,42303,2nd,26x3x3 1lb packages poster,11.96
Kentucky Western,42303,nextday,26x3x3 1lb packages poster,15.92
Kentucky Western,42303,ground,36x3x3 3lb packages poster,9.48
Kentucky Western,42303,3day,36x3x3 3lb packages poster,11.28
Kentucky Western,42303,2nd,36x3x3 3lb packages poster,11.96
Kentucky Western,42303,nextday,36x3x3 3lb packages poster,17.66
Kentucky Western,42303,ground,26x27x1 5lb packages small MOUNTED,9.48
Kentucky Western,42303,3day,26x27x1 5lb packages small MOUNTED,11.29
Kentucky Western,42303,2nd,26x27x1 5lb packages small MOUNTED,11.97
Kentucky Western,42303,nextday,26x27x1 5lb packages small MOUNTED,18.15
Kentucky Western,42303,ground,50x38x1 7lb packages huge MOUNTED,21.67
Kentucky Western,42303,3day,50x38x1 7lb packages huge MOUNTED,23.27
Kentucky Western,42303,2nd,50x38x1 7lb packages huge MOUNTED,24.09
Kentucky Western,42303,nextday,50x38x1 7lb packages huge MOUNTED,37.90
Kentucky Eastern,41102,ground,26x3x3 1lb packages poster,9.48
Kentucky Eastern,41102,3day,26x3x3 1lb packages poster,11.29
Kentucky Eastern,41102,2nd,26x3x3 1lb packages poster,11.96
Kentucky Eastern,41102,nextday,26x3x3 1lb packages poster,22.82
Kentucky Eastern,41102,ground,36x3x3 3lb packages poster,9.49
Kentucky Eastern,41102,3day,36x3x3 3lb packages poster,11.29
Kentucky Eastern,41102,2nd,36x3x3 3lb packages poster,11.96
Kentucky Eastern,41102,nextday,36x3x3 3lb packages poster,25.27
Kentucky Eastern,41102,ground,26x27x1 5lb packages small MOUNTED,9.48
Kentucky Eastern,41102,3day,26x27x1 5lb packages small MOUNTED,11.29
Kentucky Eastern,41102,2nd,26x27x1 5lb packages small MOUNTED,11.97
Kentucky Eastern,41102,nextday,26x27x1 5lb packages small MOUNTED,28.87
Kentucky Eastern,41102,ground,50x38x1 7lb packages huge MOUNTED,21.62
Kentucky Eastern,41102,3day,50x38x1 7lb packages huge MOUNTED,24.82
Kentucky Eastern,41102,2nd,50x38x1 7lb packages huge MOUNTED,27.05
Kentucky Eastern,41102,nextday,50x38x1 7lb packages huge MOUNTED,57.82
Mississippi Northern,38676,ground,26x3x3 1lb packages poster,11.49
Mississippi Northern,38676,3day,26x3x3 1lb packages poster,13.35
Mississippi Northern,38676,2nd,26x3x3 1lb packages poster,14.03
Mississippi Northern,38676,nextday,26x3x3 1lb packages poster,24.89
Mississippi Northern,38676,ground,36x3x3 3lb packages poster,11.49
Mississippi Northern,38676,3day,36x3x3 3lb packages poster,13.35
Mississippi Northern,38676,2nd,36x3x3 3lb packages poster,14.03
Mississippi Northern,38676,nextday,36x3x3 3lb packages poster,27.34
Mississippi Northern,38676,ground,26x27x1 5lb packages small MOUNTED,11.49
Mississippi Northern,38676,3day,26x27x1 5lb packages small MOUNTED,13.35
Mississippi Northern,38676,2nd,26x27x1 5lb packages small MOUNTED,14.03
Mississippi Northern,38676,nextday,26x27x1 5lb packages small MOUNTED,30.93
Mississippi Northern,38676,ground,50x38x1 7lb packages huge MOUNTED,23.58
Mississippi Northern,38676,3day,50x38x1 7lb packages huge MOUNTED,26.90
Mississippi Northern,38676,2nd,50x38x1 7lb packages huge MOUNTED,29.13
Mississippi Northern,38676,nextday,50x38x1 7lb packages huge MOUNTED,59.89
Mississippi Southern,39563,ground,26x3x3 1lb packages poster,11.16
Mississippi Southern,39563,3day,26x3x3 1lb packages poster,13.03
Mississippi Southern,39563,2nd,26x3x3 1lb packages poster,13.71
Mississippi Southern,39563,nextday,26x3x3 1lb packages poster,26.89
Mississippi Southern,39563,ground,36x3x3 3lb packages poster,11.16
Mississippi Southern,39563,3day,36x3x3 3lb packages poster,13.03
Mississippi Southern,39563,2nd,36x3x3 3lb packages poster,13.71
Mississippi Southern,39563,nextday,36x3x3 3lb packages poster,30.48
Mississippi Southern,39563,ground,26x27x1 5lb packages small MOUNTED,11.16
Mississippi Southern,39563,3day,26x27x1 5lb packages small MOUNTED,13.03
Mississippi Southern,39563,2nd,26x27x1 5lb packages small MOUNTED,14.75
Mississippi Southern,39563,nextday,26x27x1 5lb packages small MOUNTED,33.49
Mississippi Southern,39563,ground,50x38x1 7lb packages huge MOUNTED,24.32
Mississippi Southern,39563,3day,50x38x1 7lb packages huge MOUNTED,31.66
Mississippi Southern,39563,2nd,50x38x1 7lb packages huge MOUNTED,36.36
Mississippi Southern,39563,nextday,50x38x1 7lb packages huge MOUNTED,68.84
Nebraska Western,69361,ground,26x3x3 1lb packages poster,9.49
Nebraska Western,69361,3day,26x3x3 1lb packages poster,11.29
Nebraska Western,69361,2nd,26x3x3 1lb packages poster,11.96
Nebraska Western,69361,nextday,26x3x3 1lb packages poster,25.14
Nebraska Western,69361,ground,36x3x3 3lb packages poster,9.49
Nebraska Western,69361,3day,36x3x3 3lb packages poster,11.29
Nebraska Western,69361,2nd,36x3x3 3lb packages poster,11.97
Nebraska Western,69361,nextday,36x3x3 3lb packages poster,28.74
Nebraska Western,69361,ground,26x27x1 5lb packages small MOUNTED,9.48
Nebraska Western,69361,3day,26x27x1 5lb packages small MOUNTED,11.29
Nebraska Western,69361,2nd,26x27x1 5lb packages small MOUNTED,13.01
Nebraska Western,69361,nextday,26x27x1 5lb packages small MOUNTED,31.74
Nebraska Western,69361,ground,50x38x1 7lb packages huge MOUNTED,22.67
Nebraska Western,69361,3day,50x38x1 7lb packages huge MOUNTED,29.90
Nebraska Western,69361,2nd,50x38x1 7lb packages huge MOUNTED,34.61
Nebraska Western,69361,nextday,50x38x1 7lb packages huge MOUNTED,67.10
Nebraska Eastern,68410,ground,26x3x3 1lb packages poster,11.49
Nebraska Eastern,68410,3day,26x3x3 1lb packages poster,13.35
Nebraska Eastern,68410,2nd,26x3x3 1lb packages poster,14.03
Nebraska Eastern,68410,nextday,26x3x3 1lb packages poster,24.89
Nebraska Eastern,68410,ground,36x3x3 3lb packages poster,11.49
Nebraska Eastern,68410,3day,36x3x3 3lb packages poster,13.35
Nebraska Eastern,68410,2nd,36x3x3 3lb packages poster,14.03
Nebraska Eastern,68410,nextday,36x3x3 3lb packages poster,27.34
Nebraska Eastern,68410,ground,26x27x1 5lb packages small MOUNTED,11.49
Nebraska Eastern,68410,3day,26x27x1 5lb packages small MOUNTED,13.35
Nebraska Eastern,68410,2nd,26x27x1 5lb packages small MOUNTED,14.03
Nebraska Eastern,68410,nextday,26x27x1 5lb packages small MOUNTED,30.93
Nebraska Eastern,68410,ground,50x38x1 7lb packages huge MOUNTED,23.58
Nebraska Eastern,68410,3day,50x38x1 7lb packages huge MOUNTED,26.90
Nebraska Eastern,68410,2nd,50x38x1 7lb packages huge MOUNTED,29.13
Nebraska Eastern,68410,nextday,50x38x1 7lb packages huge MOUNTED,59.89
New Hampshire,3890,ground,26x3x3 1lb packages poster,11.48
New Hampshire,3890,3day,26x3x3 1lb packages poster,13.35
New Hampshire,3890,2nd,26x3x3 1lb packages poster,14.03
New Hampshire,3890,nextday,26x3x3 1lb packages poster,27.21
New Hampshire,3890,ground,36x3x3 3lb packages poster,11.48
New Hampshire,3890,3day,36x3x3 3lb packages poster,13.35
New Hampshire,3890,2nd,36x3x3 3lb packages poster,14.03
New Hampshire,3890,nextday,36x3x3 3lb packages poster,30.80
New Hampshire,3890,ground,26x27x1 5lb packages small MOUNTED,11.49
New Hampshire,3890,3day,26x27x1 5lb packages small MOUNTED,13.35
New Hampshire,3890,2nd,26x27x1 5lb packages small MOUNTED,15.07
New Hampshire,3890,nextday,26x27x1 5lb packages small MOUNTED,33.81
New Hampshire,3890,ground,50x38x1 7lb packages huge MOUNTED,24.64
New Hampshire,3890,3day,50x38x1 7lb packages huge MOUNTED,31.98
New Hampshire,3890,2nd,50x38x1 7lb packages huge MOUNTED,36.69
New Hampshire,3890,nextday,50x38x1 7lb packages huge MOUNTED,69.17
West Virginia,25401,ground,26x3x3 1lb packages poster,9.48
West Virginia,25401,3day,26x3x3 1lb packages poster,11.29
West Virginia,25401,2nd,26x3x3 1lb packages poster,11.96
West Virginia,25401,nextday,26x3x3 1lb packages poster,22.82
West Virginia,25401,ground,36x3x3 3lb packages poster,9.49
West Virginia,25401,3day,36x3x3 3lb packages poster,11.29
West Virginia,25401,2nd,36x3x3 3lb packages poster,11.96
West Virginia,25401,nextday,36x3x3 3lb packages poster,25.27
West Virginia,25401,ground,26x27x1 5lb packages small MOUNTED,9.48
West Virginia,25401,3day,26x27x1 5lb packages small MOUNTED,11.29
West Virginia,25401,2nd,26x27x1 5lb packages small MOUNTED,11.97
West Virginia,25401,nextday,26x27x1 5lb packages small MOUNTED,28.87
West Virginia,25401,ground,50x38x1 7lb packages huge MOUNTED,21.62
West Virginia,25401,3day,50x38x1 7lb packages huge MOUNTED,24.82
West Virginia,25401,2nd,50x38x1 7lb packages huge MOUNTED,27.05
West Virginia,25401,nextday,50x38x1 7lb packages huge MOUNTED,57.82
Arizona Eastern,85602,ground,26x3x3 1lb packages poster,11.51
Arizona Eastern,85602,3day,26x3x3 1lb packages poster,13.54
Arizona Eastern,85602,2nd,26x3x3 1lb packages poster,15.15
Arizona Eastern,85602,nextday,26x3x3 1lb packages poster,31.65
Arizona Eastern,85602,ground,36x3x3 3lb packages poster,11.51
Arizona Eastern,85602,3day,36x3x3 3lb packages poster,14.74
Arizona Eastern,85602,2nd,36x3x3 3lb packages poster,17.22
Arizona Eastern,85602,nextday,36x3x3 3lb packages poster,36.49
Arizona Eastern,85602,ground,26x27x1 5lb packages small MOUNTED,11.81
Arizona Eastern,85602,3day,26x27x1 5lb packages small MOUNTED,17.92
Arizona Eastern,85602,2nd,26x27x1 5lb packages small MOUNTED,21.25
Arizona Eastern,85602,nextday,26x27x1 5lb packages small MOUNTED,39.93
Arizona Eastern,85602,ground,50x38x1 7lb packages huge MOUNTED,27.44
Arizona Eastern,85602,3day,50x38x1 7lb packages huge MOUNTED,42.54
Arizona Eastern,85602,2nd,50x38x1 7lb packages huge MOUNTED,51.08
Arizona Eastern,85602,nextday,50x38x1 7lb packages huge MOUNTED,74.74
Arizona Western,85349,ground,26x3x3 1lb packages poster,9.51
Arizona Western,85349,3day,26x3x3 1lb packages poster,11.44
Arizona Western,85349,2nd,26x3x3 1lb packages poster,13.06
Arizona Western,85349,nextday,26x3x3 1lb packages poster,29.56
Arizona Western,85349,ground,36x3x3 3lb packages poster,9.51
Arizona Western,85349,3day,36x3x3 3lb packages poster,12.64
Arizona Western,85349,2nd,36x3x3 3lb packages poster,15.13
Arizona Western,85349,nextday,36x3x3 3lb packages poster,34.40
Arizona Western,85349,ground,26x27x1 5lb packages small MOUNTED,9.81
Arizona Western,85349,3day,26x27x1 5lb packages small MOUNTED,15.83
Arizona Western,85349,2nd,26x27x1 5lb packages small MOUNTED,19.16
Arizona Western,85349,nextday,26x27x1 5lb packages small MOUNTED,37.83
Arizona Western,85349,ground,50x38x1 7lb packages huge MOUNTED,25.45
Arizona Western,85349,3day,50x38x1 7lb packages huge MOUNTED,40.44
Arizona Western,85349,2nd,50x38x1 7lb packages huge MOUNTED,48.97
Arizona Western,85349,nextday,50x38x1 7lb packages huge MOUNTED,72.64
California Northern,95948,ground,26x3x3 1lb packages poster,11.19
California Northern,95948,3day,26x3x3 1lb packages poster,13.21
California Northern,95948,2nd,26x3x3 1lb packages poster,14.82
California Northern,95948,nextday,26x3x3 1lb packages poster,31.33
California Northern,95948,ground,36x3x3 3lb packages poster,11.19
California Northern,95948,3day,36x3x3 3lb packages poster,14.41
California Northern,95948,2nd,36x3x3 3lb packages poster,16.89
California Northern,95948,nextday,36x3x3 3lb packages poster,36.16
California Northern,95948,ground,26x27x1 5lb packages small MOUNTED,11.49
California Northern,95948,3day,26x27x1 5lb packages small MOUNTED,17.59
California Northern,95948,2nd,26x27x1 5lb packages small MOUNTED,20.93
California Northern,95948,nextday,26x27x1 5lb packages small MOUNTED,39.60
California Northern,95948,ground,50x38x1 7lb packages huge MOUNTED,27.11
California Northern,95948,3day,50x38x1 7lb packages huge MOUNTED,42.22
California Northern,95948,2nd,50x38x1 7lb packages huge MOUNTED,50.75
California Northern,95948,nextday,50x38x1 7lb packages huge MOUNTED,74.41
California Southern,92173,ground,26x3x3 1lb packages poster,9.51
California Southern,92173,3day,26x3x3 1lb packages poster,11.44
California Southern,92173,2nd,26x3x3 1lb packages poster,13.06
California Southern,92173,nextday,26x3x3 1lb packages poster,29.56
California Southern,92173,ground,36x3x3 3lb packages poster,9.51
California Southern,92173,3day,36x3x3 3lb packages poster,12.64
California Southern,92173,2nd,36x3x3 3lb packages poster,15.13
California Southern,92173,nextday,36x3x3 3lb packages poster,34.40
California Southern,92173,ground,26x27x1 5lb packages small MOUNTED,9.81
California Southern,92173,3day,26x27x1 5lb packages small MOUNTED,15.83
California Southern,92173,2nd,26x27x1 5lb packages small MOUNTED,19.16
California Southern,92173,nextday,26x27x1 5lb packages small MOUNTED,37.83
California Southern,92173,ground,50x38x1 7lb packages huge MOUNTED,25.45
California Southern,92173,3day,50x38x1 7lb packages huge MOUNTED,40.44
California Southern,92173,2nd,50x38x1 7lb packages huge MOUNTED,48.97
California Southern,92173,nextday,50x38x1 7lb packages huge MOUNTED,72.64
Colorado Eastern,80102,ground,26x3x3 1lb packages poster,11.51
Colorado Eastern,80102,3day,26x3x3 1lb packages poster,13.54
Colorado Eastern,80102,2nd,26x3x3 1lb packages poster,14.22
Colorado Eastern,80102,nextday,26x3x3 1lb packages poster,27.59
Colorado Eastern,80102,ground,36x3x3 3lb packages poster,11.51
Colorado Eastern,80102,3day,36x3x3 3lb packages poster,13.54
Colorado Eastern,80102,2nd,36x3x3 3lb packages poster,14.23
Colorado Eastern,80102,nextday,36x3x3 3lb packages poster,31.23
Colorado Eastern,80102,ground,26x27x1 5lb packages small MOUNTED,11.51
Colorado Eastern,80102,3day,26x27x1 5lb packages small MOUNTED,13.54
Colorado Eastern,80102,2nd,26x27x1 5lb packages small MOUNTED,15.28
Colorado Eastern,80102,nextday,26x27x1 5lb packages small MOUNTED,34.28
Colorado Eastern,80102,ground,50x38x1 7lb packages huge MOUNTED,25.26
Colorado Eastern,80102,3day,50x38x1 7lb packages huge MOUNTED,32.96
Colorado Eastern,80102,2nd,50x38x1 7lb packages huge MOUNTED,37.71
Colorado Eastern,80102,nextday,50x38x1 7lb packages huge MOUNTED,70.64
Colorado Western,80452,ground,26x3x3 1lb packages poster,11.51
Colorado Western,80452,3day,26x3x3 1lb packages poster,13.54
Colorado Western,80452,2nd,26x3x3 1lb packages poster,14.22
Colorado Western,80452,nextday,26x3x3 1lb packages poster,27.59
Colorado Western,80452,ground,36x3x3 3lb packages poster,11.51
Colorado Western,80452,3day,36x3x3 3lb packages poster,13.54
Colorado Western,80452,2nd,36x3x3 3lb packages poster,14.23
Colorado Western,80452,nextday,36x3x3 3lb packages poster,31.23
Colorado Western,80452,ground,26x27x1 5lb packages small MOUNTED,11.51
Colorado Western,80452,3day,26x27x1 5lb packages small MOUNTED,13.54
Colorado Western,80452,2nd,26x27x1 5lb packages small MOUNTED,15.28
Colorado Western,80452,nextday,26x27x1 5lb packages small MOUNTED,34.28
Colorado Western,80452,ground,50x38x1 7lb packages huge MOUNTED,25.26
Colorado Western,80452,3day,50x38x1 7lb packages huge MOUNTED,32.96
Colorado Western,80452,2nd,50x38x1 7lb packages huge MOUNTED,37.71
Colorado Western,80452,nextday,50x38x1 7lb packages huge MOUNTED,70.64
Florida Northwest,32444,ground,26x3x3 1lb packages poster,9.50
Florida Northwest,32444,3day,26x3x3 1lb packages poster,11.45
Florida Northwest,32444,2nd,26x3x3 1lb packages poster,12.13
Florida Northwest,32444,nextday,26x3x3 1lb packages poster,25.50
Florida Northwest,32444,ground,36x3x3 3lb packages poster,9.51
Florida Northwest,32444,3day,36x3x3 3lb packages poster,11.44
Florida Northwest,32444,2nd,36x3x3 3lb packages poster,12.13
Florida Northwest,32444,nextday,36x3x3 3lb packages poster,29.14
Florida Northwest,32444,ground,26x27x1 5lb packages small MOUNTED,9.50
Florida Northwest,32444,3day,26x27x1 5lb packages small MOUNTED,11.45
Florida Northwest,32444,2nd,26x27x1 5lb packages small MOUNTED,13.19
Florida Northwest,32444,nextday,26x27x1 5lb packages small MOUNTED,32.19
Florida Northwest,32444,ground,50x38x1 7lb packages huge MOUNTED,23.29
Florida Northwest,32444,3day,50x38x1 7lb packages huge MOUNTED,30.86
Florida Northwest,32444,2nd,50x38x1 7lb packages huge MOUNTED,35.61
Florida Northwest,32444,nextday,50x38x1 7lb packages huge MOUNTED,68.54
Florida Central,33570,ground,26x3x3 1lb packages poster,9.50
Florida Central,33570,3day,26x3x3 1lb packages poster,11.45
Florida Central,33570,2nd,26x3x3 1lb packages poster,12.13
Florida Central,33570,nextday,26x3x3 1lb packages poster,25.50
Florida Central,33570,ground,36x3x3 3lb packages poster,9.51
Florida Central,33570,3day,36x3x3 3lb packages poster,11.44
Florida Central,33570,2nd,36x3x3 3lb packages poster,12.13
Florida Central,33570,nextday,36x3x3 3lb packages poster,29.14
Florida Central,33570,ground,26x27x1 5lb packages small MOUNTED,9.50
Florida Central,33570,3day,26x27x1 5lb packages small MOUNTED,11.45
Florida Central,33570,2nd,26x27x1 5lb packages small MOUNTED,13.19
Florida Central,33570,nextday,26x27x1 5lb packages small MOUNTED,32.19
Florida Central,33570,ground,50x38x1 7lb packages huge MOUNTED,23.29
Florida Central,33570,3day,50x38x1 7lb packages huge MOUNTED,30.86
Florida Central,33570,2nd,50x38x1 7lb packages huge MOUNTED,35.61
Florida Central,33570,nextday,50x38x1 7lb packages huge MOUNTED,68.54
Florida Southern,33034,ground,26x3x3 1lb packages poster,9.51
Florida Southern,33034,3day,26x3x3 1lb packages poster,11.44
Florida Southern,33034,2nd,26x3x3 1lb packages poster,12.13
Florida Southern,33034,nextday,26x3x3 1lb packages poster,26.25
Florida Southern,33034,ground,36x3x3 3lb packages poster,9.50
Florida Southern,33034,3day,36x3x3 3lb packages poster,11.82
Florida Southern,33034,2nd,36x3x3 3lb packages poster,13.53
Florida Southern,33034,nextday,36x3x3 3lb packages poster,31.33
Florida Southern,33034,ground,26x27x1 5lb packages small MOUNTED,9.50
Florida Southern,33034,3day,26x27x1 5lb packages small MOUNTED,13.94
Florida Southern,33034,2nd,26x27x1 5lb packages small MOUNTED,17.42
Florida Southern,33034,nextday,26x27x1 5lb packages small MOUNTED,33.37
Florida Southern,33034,ground,50x38x1 7lb packages huge MOUNTED,23.66
Florida Southern,33034,3day,50x38x1 7lb packages huge MOUNTED,37.26
Florida Southern,33034,2nd,50x38x1 7lb packages huge MOUNTED,45.77
Florida Southern,33034,nextday,50x38x1 7lb packages huge MOUNTED,71.28
Utah,84770,ground,26x3x3 1lb packages poster,11.19
Utah,84770,3day,26x3x3 1lb packages poster,13.21
Utah,84770,2nd,26x3x3 1lb packages poster,13.90
Utah,84770,nextday,26x3x3 1lb packages poster,28.01
Utah,84770,ground,36x3x3 3lb packages poster,11.18
Utah,84770,3day,36x3x3 3lb packages poster,13.58
Utah,84770,2nd,36x3x3 3lb packages poster,15.29
Utah,84770,nextday,36x3x3 3lb packages poster,33.09
Utah,84770,ground,26x27x1 5lb packages small MOUNTED,11.19
Utah,84770,3day,26x27x1 5lb packages small MOUNTED,15.71
Utah,84770,2nd,26x27x1 5lb packages small MOUNTED,19.18
